cohort_19_in,number_in_ss_cohort,region,la_code_9,la_code_3,la_name,fsm,value,category
2021,2506,South West,E06000026,879,Plymouth,ALL,53.59138069,l3
2021,1353,South West,E06000027,880,Torbay,ALL,60.16260163,l3
2021,2052,South West,E06000030,866,Swindon,ALL,51.51072125,l3
2021,5131,South West,E06000052,908,Cornwall,ALL,58.91639057,l3
2021,15,South West,E06000053,420,Isles of Scilly,ALL,86.66666667,l3
2021,4662,South West,E06000054,865,Wiltshire,ALL,60.81081081,l3
2021,3441,South West,E06000058,839,"Bournemouth, Christchurch and Poole",ALL,63.35367626,l3
2021,3436,South West,E06000059,838,Dorset,ALL,60.8556461,l3
2021,6609,South West,E10000008,878,Devon,ALL,56.43819035,l3
2021,6016,South West,E10000013,916,Gloucestershire,ALL,62.89893617,l3
2021,4616,South West,E10000027,933,Somerset,ALL,56.86741768,l3
2021,1647,West Midlands,E06000019,884,Herefordshire,ALL,55.91985428,l3
2021,1939,West Midlands,E06000020,894,Telford and Wrekin,ALL,55.18308406,l3
2021,2169,West Midlands,E06000021,861,Stoke-on-Trent,ALL,50.16136468,l3
2021,2864,West Midlands,E06000051,893,Shropshire,ALL,58.10055866,l3
2021,1478,London,E09000027,318,Richmond upon Thames,ALL,71.24492558,l3
2021,2423,London,E09000028,210,Southwark,ALL,71.60544779,l3
2021,2538,London,E09000029,319,Sutton,ALL,72.65563436,l3
2021,2657,London,E09000030,211,Tower Hamlets,ALL,73.16522394,l3
2021,2622,London,E09000031,320,Waltham Forest,ALL,69.98474447,l3
2021,1748,London,E09000032,212,Wandsworth,ALL,68.99313501,l3
2021,1517,London,E09000033,213,Westminster,ALL,75.80751483,l3
2021,1019,North East,E06000001,805,Hartlepool,ALL,53.68007851,l3
2021,1336,North West,E06000006,876,Halton,ALL,53.89221557,l3
2021,2383,North West,E06000007,877,Warrington,ALL,62.48426353,l3
2021,1839,North West,E06000008,889,Blackburn with Darwen,ALL,63.40402393,l3
2021,1143,North West,E06000009,890,Blackpool,ALL,49.78127734,l3
2021,3549,North West,E06000049,895,Cheshire East,ALL,67.00479008,l3
2021,3302,North West,E06000050,896,Cheshire West and Chester,ALL,58.11629316,l3
2021,3012,North West,E08000001,350,Bolton,ALL,59.49535193,l3
2021,2136,North West,E08000002,351,Bury,ALL,61.00187266,l3
2021,4801,North West,E08000003,352,Manchester,ALL,58.75859196,l3
2021,2991,North West,E08000004,353,Oldham,ALL,56.33567369,l3
2021,2253,North West,E08000005,354,Rochdale,ALL,57.65645806,l3
2021,2105,North West,E08000006,355,Salford,ALL,46.4608076,l3
2021,2603,North West,E08000007,356,Stockport,ALL,55.39761813,l3
2021,2529,North West,E08000008,357,Tameside,ALL,53.61803084,l3
2021,2856,North West,E08000009,358,Trafford,ALL,74.54481793,l3
2021,3230,North West,E08000010,359,Wigan,ALL,56.06811146,l3
2021,933,North West,E08000011,340,Knowsley,ALL,38.90675241,l3
2021,4538,North West,E08000012,341,Liverpool,ALL,52.22565007,l3
2021,1702,North West,E08000013,342,St. Helens,ALL,50.8813161,l3
2021,2808,North West,E08000014,343,Sefton,ALL,54.2022792,l3
2021,3257,North West,E08000015,344,Wirral,ALL,58.64292294,l3
2021,4729,North West,E10000006,909,Cumbria,ALL,54.1340664,l3
2021,11955,North West,E10000017,888,Lancashire,ALL,60.50188206,l3
2021,2915,South East,E06000035,887,Medway,ALL,55.23156089,l3
2021,1043,South East,E06000036,867,Bracknell Forest,ALL,61.64908917,l3
2021,1755,South East,E06000037,869,West Berkshire,ALL,63.01994302,l3
2021,2796,East Midlands,E06000015,831,Derby,ALL,49.42775393,l3
2021,3563,East Midlands,E06000016,856,Leicester,ALL,56.07634016,l3
2021,466,East Midlands,E06000017,857,Rutland,ALL,68.24034335,l3
2021,2334,East Midlands,E06000018,892,Nottingham,ALL,47.47215081,l3
2021,3418,East Midlands,E06000061,940,North Northamptonshire,ALL,55.9391457,l3
2021,3985,East Midlands,E06000062,941,West Northamptonshire,ALL,58.79548306,l3
2021,7096,East Midlands,E10000007,830,Derbyshire,ALL,56.52480271,l3
2021,6880,East Midlands,E10000018,855,Leicestershire,ALL,60.31976744,l3
2021,7324,East Midlands,E10000019,925,Lincolnshire,ALL,56.03495358,l3
2021,7784,East Midlands,E10000024,891,Nottinghamshire,ALL,55.98663926,l3
2021,2323,East of England,E06000031,874,Peterborough,ALL,52.56134309,l3
2021,2619,East of England,E06000032,821,Luton,ALL,60.78655976,l3
2021,2021,East of England,E06000033,882,Southend-on-Sea,ALL,69.71796141,l3
2021,1636,East of England,E06000034,883,Thurrock,ALL,55.56234719,l3
2021,1847,East of England,E06000055,822,Bedford,ALL,61.77585273,l3
2021,2586,East of England,E06000056,823,Central Bedfordshire,ALL,59.39675174,l3
2021,5483,East of England,E10000003,873,Cambridgeshire,ALL,61.40798833,l3
2021,1093,South East,E06000038,870,Reading,ALL,60.65873742,l3
2021,1668,South East,E06000039,871,Slough,ALL,74.58033573,l3
2021,1496,South East,E06000040,868,Windsor and Maidenhead,ALL,71.59090909,l3
2021,1657,South East,E06000041,872,Wokingham,ALL,71.09233555,l3
2021,2804,South East,E06000042,826,Milton Keynes,ALL,56.13409415,l3
2021,2207,South East,E06000043,846,Brighton and Hove,ALL,62.84549162,l3
2021,1698,South East,E06000044,851,Portsmouth,ALL,49.70553592,l3
2021,1913,South East,E06000045,852,Southampton,ALL,50.28750653,l3
2021,1080,South East,E06000046,921,Isle of Wight,ALL,51.2037037,l3
2021,5710,South East,E06000060,825,Buckinghamshire,ALL,73.20490368,l3
2021,4724,South East,E10000011,845,East Sussex,ALL,54.78408129,l3
2021,12535,South East,E10000014,850,Hampshire,ALL,60.37495014,l3
2021,15643,South East,E10000016,886,Kent,ALL,56.6643227,l3
2021,5918,South East,E10000025,931,Oxfordshire,ALL,60.61169314,l3
2021,10085,South East,E10000030,936,Surrey,ALL,64.650471,l3
2021,7619,South East,E10000032,938,West Sussex,ALL,59.35162095,l3
2021,2079,South West,E06000022,800,Bath and North East Somerset,ALL,59.16305916,l3
2021,3159,South West,E06000023,801,"Bristol, City of",ALL,56.85343463,l3
2021,1186,East of England,E10000012,881,Essex,Eligible for FSM,57.75716695,l2
2021,830,East of England,E10000015,919,Hertfordshire,Eligible for FSM,65.30120482,l2
2021,860,East of England,E10000020,926,Norfolk,Eligible for FSM,57.3255814,l2
2021,654,East of England,E10000029,935,Suffolk,Eligible for FSM,62.5382263,l2
2021,369,London,E09000002,301,Barking and Dagenham,Eligible for FSM,70.46070461,l2
2021,493,London,E09000003,302,Barnet,Eligible for FSM,76.67342799,l2
2021,297,London,E09000004,303,Bexley,Eligible for FSM,62.28956229,l2
2021,346,London,E09000005,304,Brent,Eligible for FSM,76.87861272,l2
2021,223,London,E09000006,305,Bromley,Eligible for FSM,63.22869955,l2
2021,406,London,E09000007,202,Camden,Eligible for FSM,76.60098522,l2
2021,572,London,E09000008,306,Croydon,Eligible for FSM,71.15384615,l2
2021,421,London,E09000009,307,Ealing,Eligible for FSM,76.95961995,l2
2021,562,London,E09000010,308,Enfield,Eligible for FSM,71.70818505,l2
2021,376,London,E09000011,203,Greenwich,Eligible for FSM,65.95744681,l2
2021,654,London,E09000012,204,Hackney,Eligible for FSM,82.41590214,l2
2021,273,London,E09000013,205,Hammersmith and Fulham,Eligible for FSM,73.26007326,l2
2021,585,London,E09000014,309,Haringey,Eligible for FSM,75.8974359,l2
2021,227,London,E09000015,310,Harrow,Eligible for FSM,81.93832599,l2
2021,252,London,E09000016,311,Havering,Eligible for FSM,63.88888889,l2
2021,387,London,E09000017,312,Hillingdon,Eligible for FSM,71.05943152,l2
2021,368,London,E09000018,313,Hounslow,Eligible for FSM,81.52173913,l2
2021,454,London,E09000019,206,Islington,Eligible for FSM,75.77092511,l2
2021,121,London,E09000020,207,Kensington and Chelsea,Eligible for FSM,82.6446281,l2
2021,97,London,E09000021,314,Kingston upon Thames,Eligible for FSM,64.94845361,l2
2021,506,London,E09000022,208,Lambeth,Eligible for FSM,72.13438735,l2
2021,382,London,E09000023,209,Lewisham,Eligible for FSM,70.15706806,l2
2021,233,London,E09000024,315,Merton,Eligible for FSM,74.24892704,l2
2021,656,London,E09000025,316,Newham,Eligible for FSM,76.2195122,l2
2021,309,North East,E06000002,806,Middlesbrough,Eligible for FSM,59.54692557,l2
2021,265,North East,E06000003,807,Redcar and Cleveland,Eligible for FSM,54.71698113,l2
2021,285,North East,E06000004,808,Stockton-on-Tees,Eligible for FSM,61.75438596,l2
2021,128,North East,E06000005,841,Darlington,Eligible for FSM,64.84375,l2
2021,719,North East,E06000047,840,County Durham,Eligible for FSM,60.22253129,l2
2021,342,North East,E06000057,929,Northumberland,Eligible for FSM,55.84795322,l2
2021,583,North East,E08000021,391,Newcastle upon Tyne,Eligible for FSM,50.25728988,l2
2021,219,North East,E08000022,392,North Tyneside,Eligible for FSM,59.8173516,l2
2021,259,North East,E08000023,393,South Tyneside,Eligible for FSM,62.16216216,l2
2021,557,North East,E08000024,394,Sunderland,Eligible for FSM,63.01615799,l2
2021,297,North East,E08000037,390,Gateshead,Eligible for FSM,54.88215488,l2
2021,410,Yorkshire and the Humber,E08000036,384,Wakefield,Eligible for FSM,55.6097561,l2
2021,381,Yorkshire and the Humber,E10000023,815,North Yorkshire,Eligible for FSM,65.6167979,l2
2021,2992,West Midlands,E08000025,330,Birmingham,Eligible for FSM,69.68582888,l2
2021,531,West Midlands,E08000026,331,Coventry,Eligible for FSM,58.94538606,l2
2021,479,West Midlands,E08000027,332,Dudley,Eligible for FSM,57.62004175,l2
2021,759,West Midlands,E08000028,333,Sandwell,Eligible for FSM,62.7140975,l2
2021,374,West Midlands,E08000029,334,Solihull,Eligible for FSM,61.76470588,l2
2021,545,West Midlands,E08000030,335,Walsall,Eligible for FSM,56.33027523,l2
2021,558,West Midlands,E08000031,336,Wolverhampton,Eligible for FSM,61.29032258,l2
2021,721,West Midlands,E10000028,860,Staffordshire,Eligible for FSM,55.06241331,l2
2021,475,West Midlands,E10000031,937,Warwickshire,Eligible for FSM,54.94736842,l2
2021,503,West Midlands,E10000034,885,Worcestershire,Eligible for FSM,54.87077535,l2
2021,421,Yorkshire and the Humber,E06000010,810,"Kingston Upon Hull, City of",Eligible for FSM,63.42042755,l2
2021,303,Yorkshire and the Humber,E06000011,811,East Riding of Yorkshire,Eligible for FSM,67.65676568,l2
2021,189,Yorkshire and the Humber,E06000012,812,North East Lincolnshire,Eligible for FSM,60.84656085,l2
2021,181,Yorkshire and the Humber,E06000013,813,North Lincolnshire,Eligible for FSM,54.6961326,l2
2021,103,Yorkshire and the Humber,E06000014,816,York,Eligible for FSM,53.39805825,l2
2021,311,Yorkshire and the Humber,E08000016,370,Barnsley,Eligible for FSM,54.98392283,l2
2021,423,Yorkshire and the Humber,E08000017,371,Doncaster,Eligible for FSM,50.82742317,l2
2021,463,Yorkshire and the Humber,E08000018,372,Rotherham,Eligible for FSM,56.587473,l2
2021,894,Yorkshire and the Humber,E08000019,373,Sheffield,Eligible for FSM,52.23713647,l2
2021,1125,Yorkshire and the Humber,E08000032,380,Bradford,Eligible for FSM,58.66666667,l2
2021,288,Yorkshire and the Humber,E08000033,381,Calderdale,Eligible for FSM,66.31944444,l2
2021,911,Yorkshire and the Humber,E08000034,382,Kirklees,Eligible for FSM,67.50823271,l2
2021,1108,Yorkshire and the Humber,E08000035,383,Leeds,Eligible for FSM,53.06859206,l2
2021,541,South West,E06000023,801,"Bristol, City of",Eligible for FSM,59.33456562,l2
2021,136,South West,E06000024,802,North Somerset,Eligible for FSM,65.44117647,l2
2021,203,South West,E06000025,803,South Gloucestershire,Eligible for FSM,56.65024631,l2
2021,301,South West,E06000026,879,Plymouth,Eligible for FSM,63.4551495,l2
2021,180,South West,E06000027,880,Torbay,Eligible for FSM,57.22222222,l2
2021,204,South West,E06000030,866,Swindon,Eligible for FSM,52.45098039,l2
2021,508,South West,E06000052,908,Cornwall,Eligible for FSM,58.46456693,l2
2021,2,South West,E06000053,420,Isles of Scilly,Eligible for FSM,50,l2
2021,303,South West,E06000054,865,Wiltshire,Eligible for FSM,56.10561056,l2
2021,323,South West,E06000058,839,"Bournemouth, Christchurch and Poole",Eligible for FSM,62.53869969,l2
2021,410,South West,E06000059,838,Dorset,Eligible for FSM,62.92682927,l2
2021,623,South West,E10000008,878,Devon,Eligible for FSM,59.87158909,l2
2021,443,South West,E10000013,916,Gloucestershire,Eligible for FSM,52.37020316,l2
2021,420,South West,E10000027,933,Somerset,Eligible for FSM,58.0952381,l2
2021,122,West Midlands,E06000019,884,Herefordshire,Eligible for FSM,58.19672131,l2
2021,293,West Midlands,E06000020,894,Telford and Wrekin,Eligible for FSM,54.94880546,l2
2021,348,West Midlands,E06000021,861,Stoke-on-Trent,Eligible for FSM,58.04597701,l2
2021,228,West Midlands,E06000051,893,Shropshire,Eligible for FSM,60.96491228,l2
2021,559,London,E09000026,317,Redbridge,Eligible for FSM,82.82647585,l2
2021,150,London,E09000027,318,Richmond upon Thames,Eligible for FSM,71.33333333,l2
2021,655,London,E09000028,210,Southwark,Eligible for FSM,77.55725191,l2
2021,267,London,E09000029,319,Sutton,Eligible for FSM,75.28089888,l2
2021,1124,London,E09000030,211,Tower Hamlets,Eligible for FSM,79.3594306,l2
2021,391,London,E09000031,320,Waltham Forest,Eligible for FSM,83.1202046,l2
2021,244,London,E09000032,212,Wandsworth,Eligible for FSM,75,l2
2021,389,London,E09000033,213,Westminster,Eligible for FSM,84.06169666,l2
2021,213,North East,E06000001,805,Hartlepool,Eligible for FSM,61.03286385,l2
2021,323,North West,E06000006,876,Halton,Eligible for FSM,61.3003096,l2
2021,242,North West,E06000007,877,Warrington,Eligible for FSM,64.04958678,l2
2021,267,North West,E06000008,889,Blackburn with Darwen,Eligible for FSM,71.53558052,l2
2021,233,North West,E06000009,890,Blackpool,Eligible for FSM,53.64806867,l2
2021,265,North West,E06000049,895,Cheshire East,Eligible for FSM,60,l2
2021,360,North West,E06000050,896,Cheshire West and Chester,Eligible for FSM,58.61111111,l2
2021,502,North West,E08000001,350,Bolton,Eligible for FSM,65.13944223,l2
2021,285,North West,E08000002,351,Bury,Eligible for FSM,67.01754386,l2
2021,1191,North West,E08000003,352,Manchester,Eligible for FSM,64.4836272,l2
2021,519,North West,E08000004,353,Oldham,Eligible for FSM,62.62042389,l2
2021,409,North West,E08000005,354,Rochdale,Eligible for FSM,66.2591687,l2
2021,391,North West,E08000006,355,Salford,Eligible for FSM,49.36061381,l2
2021,313,North West,E08000007,356,Stockport,Eligible for FSM,57.1884984,l2
2021,428,North West,E08000008,357,Tameside,Eligible for FSM,65.65420561,l2
2021,241,North West,E08000009,358,Trafford,Eligible for FSM,63.90041494,l2
2021,377,North West,E08000010,359,Wigan,Eligible for FSM,63.12997347,l2
2021,299,North West,E08000011,340,Knowsley,Eligible for FSM,48.49498328,l2
2021,1133,North West,E08000012,341,Liverpool,Eligible for FSM,60.72374228,l2
2021,235,North West,E08000013,342,St. Helens,Eligible for FSM,57.0212766,l2
2021,389,North West,E08000014,343,Sefton,Eligible for FSM,59.64010283,l2
2021,491,North West,E08000015,344,Wirral,Eligible for FSM,65.58044807,l2
2021,392,North West,E10000006,909,Cumbria,Eligible for FSM,57.65306122,l2
2021,1447,North West,E10000017,888,Lancashire,Eligible for FSM,59.8479613,l2
2021,289,South East,E06000035,887,Medway,Eligible for FSM,57.78546713,l2
2021,56,South East,E06000036,867,Bracknell Forest,Eligible for FSM,64.28571429,l2
2021,406,East Midlands,E06000015,831,Derby,Eligible for FSM,47.29064039,l2
2021,580,East Midlands,E06000016,856,Leicester,Eligible for FSM,60,l2
2021,19,East Midlands,E06000017,857,Rutland,Eligible for FSM,52.63157895,l2
2021,551,East Midlands,E06000018,892,Nottingham,Eligible for FSM,53.90199637,l2
2021,296,East Midlands,E06000061,940,North Northamptonshire,Eligible for FSM,56.41891892,l2
2021,352,East Midlands,E06000062,941,West Northamptonshire,Eligible for FSM,53.69318182,l2
2021,792,East Midlands,E10000007,830,Derbyshire,Eligible for FSM,54.16666667,l2
2021,515,East Midlands,E10000018,855,Leicestershire,Eligible for FSM,57.47572816,l2
2021,735,East Midlands,E10000019,925,Lincolnshire,Eligible for FSM,57.41496599,l2
2021,911,East Midlands,E10000024,891,Nottinghamshire,Eligible for FSM,56.75082327,l2
2021,271,East of England,E06000031,874,Peterborough,Eligible for FSM,58.30258303,l2
2021,407,East of England,E06000032,821,Luton,Eligible for FSM,71.4987715,l2
2021,191,East of England,E06000033,882,Southend-on-Sea,Eligible for FSM,59.68586387,l2
2021,187,East of England,E06000034,883,Thurrock,Eligible for FSM,56.14973262,l2
2021,171,East of England,E06000055,822,Bedford,Eligible for FSM,63.74269006,l2
2021,165,East of England,E06000056,823,Central Bedfordshire,Eligible for FSM,44.84848485,l2
2021,398,East of England,E10000003,873,Cambridgeshire,Eligible for FSM,52.01005025,l2
2021,132,South East,E06000037,869,West Berkshire,Eligible for FSM,55.3030303,l2
2021,105,South East,E06000038,870,Reading,Eligible for FSM,48.57142857,l2
2021,144,South East,E06000039,871,Slough,Eligible for FSM,75,l2
2021,79,South East,E06000040,868,Windsor and Maidenhead,Eligible for FSM,73.41772152,l2
2021,88,South East,E06000041,872,Wokingham,Eligible for FSM,59.09090909,l2
2021,302,South East,E06000042,826,Milton Keynes,Eligible for FSM,58.60927152,l2
2021,260,South East,E06000043,846,Brighton and Hove,Eligible for FSM,63.07692308,l2
2021,300,South East,E06000044,851,Portsmouth,Eligible for FSM,54,l2
2021,350,South East,E06000045,852,Southampton,Eligible for FSM,56.57142857,l2
2021,121,South East,E06000046,921,Isle of Wight,Eligible for FSM,52.89256198,l2
2021,278,South East,E06000060,825,Buckinghamshire,Eligible for FSM,58.99280576,l2
2021,557,South East,E10000011,845,East Sussex,Eligible for FSM,60.502693,l2
2021,992,South East,E10000014,850,Hampshire,Eligible for FSM,56.4516129,l2
2021,1481,South East,E10000016,886,Kent,Eligible for FSM,53.47738015,l2
2021,389,South East,E10000025,931,Oxfordshire,Eligible for FSM,53.47043702,l2
2021,672,South East,E10000030,936,Surrey,Eligible for FSM,60.11904762,l2
2021,526,South East,E10000032,938,West Sussex,Eligible for FSM,59.12547529,l2
2021,175,South West,E06000022,800,Bath and North East Somerset,Eligible for FSM,48.57142857,l2
2021,14092,East of England,E10000012,881,Essex,Eligible for FSM,40.89376054,l2em
2021,12422,East of England,E10000015,919,Hertfordshire,Eligible for FSM,47.10843373,l2em
2021,7562,East of England,E10000020,926,Norfolk,Eligible for FSM,40.58139535,l2em
2021,6828,East of England,E10000029,935,Suffolk,Eligible for FSM,43.57798165,l2em
2021,2249,London,E09000002,301,Barking and Dagenham,Eligible for FSM,55.01355014,l2em
2021,3788,London,E09000003,302,Barnet,Eligible for FSM,60.85192698,l2em
2021,3045,London,E09000004,303,Bexley,Eligible for FSM,48.82154882,l2em
2021,2981,London,E09000005,304,Brent,Eligible for FSM,63.00578035,l2em
2021,3150,London,E09000006,305,Bromley,Eligible for FSM,47.98206278,l2em
2021,1562,London,E09000007,202,Camden,Eligible for FSM,58.86699507,l2em
2021,3443,London,E09000008,306,Croydon,Eligible for FSM,52.27272727,l2em
2021,2917,London,E09000009,307,Ealing,Eligible for FSM,64.13301663,l2em
2021,3460,London,E09000010,308,Enfield,Eligible for FSM,57.47330961,l2em
2021,2308,London,E09000011,203,Greenwich,Eligible for FSM,52.92553191,l2em
2021,2064,London,E09000012,204,Hackney,Eligible for FSM,64.83180428,l2em
2021,1316,London,E09000013,205,Hammersmith and Fulham,Eligible for FSM,62.63736264,l2em
2021,2243,London,E09000014,309,Haringey,Eligible for FSM,60.68376068,l2em
2021,2083,London,E09000015,310,Harrow,Eligible for FSM,61.67400881,l2em
2021,2792,London,E09000016,311,Havering,Eligible for FSM,48.41269841,l2em
2021,3128,London,E09000017,312,Hillingdon,Eligible for FSM,53.48837209,l2em
2021,2607,London,E09000018,313,Hounslow,Eligible for FSM,63.85869565,l2em
2021,1426,London,E09000019,206,Islington,Eligible for FSM,61.23348018,l2em
2021,721,London,E09000020,207,Kensington and Chelsea,Eligible for FSM,72.72727273,l2em
2021,1537,London,E09000021,314,Kingston upon Thames,Eligible for FSM,56.70103093,l2em
2021,2151,London,E09000022,208,Lambeth,Eligible for FSM,53.95256917,l2em
2021,2126,London,E09000023,209,Lewisham,Eligible for FSM,50.78534031,l2em
2021,1425,London,E09000024,315,Merton,Eligible for FSM,56.22317597,l2em
2021,3809,London,E09000025,316,Newham,Eligible for FSM,62.19512195,l2em
2021,3445,London,E09000026,317,Redbridge,Eligible for FSM,46.60194175,l2em
2021,1313,North East,E06000002,806,Middlesbrough,Eligible for FSM,43.39622642,l2em
2021,1521,North East,E06000003,807,Redcar and Cleveland,Eligible for FSM,42.45614035,l2em
2021,1938,North East,E06000004,808,Stockton-on-Tees,Eligible for FSM,50,l2em
2021,1100,North East,E06000005,841,Darlington,Eligible for FSM,41.02920723,l2em
2021,4568,North East,E06000047,840,County Durham,Eligible for FSM,35.67251462,l2em
2021,3050,North East,E06000057,929,Northumberland,Eligible for FSM,37.73584906,l2em
2021,2479,North East,E08000021,391,Newcastle upon Tyne,Eligible for FSM,43.83561644,l2em
2021,1900,North East,E08000022,392,North Tyneside,Eligible for FSM,43.62934363,l2em
2021,1436,North East,E08000023,393,South Tyneside,Eligible for FSM,43.26750449,l2em
2021,2616,North East,E08000024,394,Sunderland,Eligible for FSM,41.41414141,l2em
2021,1892,North East,E08000037,390,Gateshead,Eligible for FSM,41.70731707,l2em
2021,5976,Yorkshire and the Humber,E10000023,815,North Yorkshire,Eligible for FSM,47.24409449,l2em
2021,12261,West Midlands,E08000025,330,Birmingham,Eligible for FSM,53.81016043,l2em
2021,3364,West Midlands,E08000026,331,Coventry,Eligible for FSM,41.8079096,l2em
2021,3293,West Midlands,E08000027,332,Dudley,Eligible for FSM,39.66597077,l2em
2021,3651,West Midlands,E08000028,333,Sandwell,Eligible for FSM,43.21475626,l2em
2021,2920,West Midlands,E08000029,334,Solihull,Eligible for FSM,45.45454545,l2em
2021,3012,West Midlands,E08000030,335,Walsall,Eligible for FSM,41.28440367,l2em
2021,2905,West Midlands,E08000031,336,Wolverhampton,Eligible for FSM,44.44444444,l2em
2021,8348,West Midlands,E10000028,860,Staffordshire,Eligible for FSM,37.72538141,l2em
2021,5528,West Midlands,E10000031,937,Warwickshire,Eligible for FSM,41.05263158,l2em
2021,5326,West Midlands,E10000034,885,Worcestershire,Eligible for FSM,40.55666004,l2em
2021,2252,Yorkshire and the Humber,E06000010,810,"Kingston Upon Hull, City of",Eligible for FSM,44.65558195,l2em
2021,3164,Yorkshire and the Humber,E06000011,811,East Riding of Yorkshire,Eligible for FSM,51.15511551,l2em
2021,1418,Yorkshire and the Humber,E06000012,812,North East Lincolnshire,Eligible for FSM,45.5026455,l2em
2021,1651,Yorkshire and the Humber,E06000013,813,North Lincolnshire,Eligible for FSM,44.19889503,l2em
2021,1613,Yorkshire and the Humber,E06000014,816,York,Eligible for FSM,41.74757282,l2em
2021,2019,Yorkshire and the Humber,E08000016,370,Barnsley,Eligible for FSM,41.47909968,l2em
2021,2922,Yorkshire and the Humber,E08000017,371,Doncaster,Eligible for FSM,38.29787234,l2em
2021,3159,Yorkshire and the Humber,E08000018,372,Rotherham,Eligible for FSM,40.3887689,l2em
2021,5048,Yorkshire and the Humber,E08000019,373,Sheffield,Eligible for FSM,39.48545861,l2em
2021,5992,Yorkshire and the Humber,E08000032,380,Bradford,Eligible for FSM,46.93333333,l2em
2021,2430,Yorkshire and the Humber,E08000033,381,Calderdale,Eligible for FSM,49.65277778,l2em
2021,4518,Yorkshire and the Humber,E08000034,382,Kirklees,Eligible for FSM,48.9571899,l2em
2021,7501,Yorkshire and the Humber,E08000035,383,Leeds,Eligible for FSM,41.6967509,l2em
2021,3416,Yorkshire and the Humber,E08000036,384,Wakefield,Eligible for FSM,40.85027726,l2em
2021,2101,South West,E06000024,802,North Somerset,Eligible for FSM,41.91176471,l2em
2021,2513,South West,E06000025,803,South Gloucestershire,Eligible for FSM,40.88669951,l2em
2021,2506,South West,E06000026,879,Plymouth,Eligible for FSM,41.19601329,l2em
2021,1353,South West,E06000027,880,Torbay,Eligible for FSM,46.11111111,l2em
2021,2052,South West,E06000030,866,Swindon,Eligible for FSM,36.2745098,l2em
2021,5131,South West,E06000052,908,Cornwall,Eligible for FSM,39.17322835,l2em
2021,15,South West,E06000053,420,Isles of Scilly,Eligible for FSM,50,l2em
2021,4662,South West,E06000054,865,Wiltshire,Eligible for FSM,41.25412541,l2em
2021,3441,South West,E06000058,839,"Bournemouth, Christchurch and Poole",Eligible for FSM,48.91640867,l2em
2021,3436,South West,E06000059,838,Dorset,Eligible for FSM,46.09756098,l2em
2021,6609,South West,E10000008,878,Devon,Eligible for FSM,41.894061,l2em
2021,6016,South West,E10000013,916,Gloucestershire,Eligible for FSM,41.98645598,l2em
2021,4616,South West,E10000027,933,Somerset,Eligible for FSM,40.47619048,l2em
2021,1647,West Midlands,E06000019,884,Herefordshire,Eligible for FSM,41.80327869,l2em
2021,1939,West Midlands,E06000020,894,Telford and Wrekin,Eligible for FSM,41.97952218,l2em
2021,2169,West Midlands,E06000021,861,Stoke-on-Trent,Eligible for FSM,41.09195402,l2em
2021,2864,West Midlands,E06000051,893,Shropshire,Eligible for FSM,46.92982456,l2em
2021,1478,London,E09000027,318,Richmond upon Thames,Eligible for FSM,69.05187835,l2em
2021,2423,London,E09000028,210,Southwark,Eligible for FSM,52.66666667,l2em
2021,2538,London,E09000029,319,Sutton,Eligible for FSM,60.45801527,l2em
2021,2657,London,E09000030,211,Tower Hamlets,Eligible for FSM,56.17977528,l2em
2021,2622,London,E09000031,320,Waltham Forest,Eligible for FSM,69.03914591,l2em
2021,1748,London,E09000032,212,Wandsworth,Eligible for FSM,64.45012788,l2em
2021,1517,London,E09000033,213,Westminster,Eligible for FSM,59.42622951,l2em
2021,1019,North East,E06000001,805,Hartlepool,Eligible for FSM,72.23650386,l2em
2021,1336,North West,E06000006,876,Halton,Eligible for FSM,43.66197183,l2em
2021,2383,North West,E06000007,877,Warrington,Eligible for FSM,46.43962848,l2em
2021,1839,North West,E06000008,889,Blackburn with Darwen,Eligible for FSM,48.34710744,l2em
2021,1143,North West,E06000009,890,Blackpool,Eligible for FSM,59.92509363,l2em
2021,3549,North West,E06000049,895,Cheshire East,Eligible for FSM,40.34334764,l2em
2021,3302,North West,E06000050,896,Cheshire West and Chester,Eligible for FSM,39.62264151,l2em
2021,3012,North West,E08000001,350,Bolton,Eligible for FSM,38.88888889,l2em
2021,2136,North West,E08000002,351,Bury,Eligible for FSM,46.21513944,l2em
2021,4801,North West,E08000003,352,Manchester,Eligible for FSM,48.07017544,l2em
2021,2991,North West,E08000004,353,Oldham,Eligible for FSM,49.62216625,l2em
2021,2253,North West,E08000005,354,Rochdale,Eligible for FSM,49.90366089,l2em
2021,2105,North West,E08000006,355,Salford,Eligible for FSM,50.61124694,l2em
2021,2603,North West,E08000007,356,Stockport,Eligible for FSM,34.27109974,l2em
2021,2529,North West,E08000008,357,Tameside,Eligible for FSM,44.40894569,l2em
2021,2856,North West,E08000009,358,Trafford,Eligible for FSM,46.96261682,l2em
2021,3230,North West,E08000010,359,Wigan,Eligible for FSM,54.35684647,l2em
2021,933,North West,E08000011,340,Knowsley,Eligible for FSM,44.82758621,l2em
2021,4538,North West,E08000012,341,Liverpool,Eligible for FSM,33.11036789,l2em
2021,1702,North West,E08000013,342,St. Helens,Eligible for FSM,42.5419241,l2em
2021,2808,North West,E08000014,343,Sefton,Eligible for FSM,45.10638298,l2em
2021,3257,North West,E08000015,344,Wirral,Eligible for FSM,44.2159383,l2em
