cohort_19_in,number_in_ss_cohort,region,la_code_9,la_code_3,la_name,fsm,value,category
2021,4729,North West,E10000006,909,Cumbria,Eligible for FSM,49.08350305,l2em
2021,11955,North West,E10000017,888,Lancashire,Eligible for FSM,41.58163265,l2em
2021,2915,South East,E06000035,887,Medway,Eligible for FSM,44.98963372,l2em
2021,1043,South East,E06000036,867,Bracknell Forest,Eligible for FSM,39.44636678,l2em
2021,1755,South East,E06000037,869,West Berkshire,Eligible for FSM,57.14285714,l2em
2021,2796,East Midlands,E06000015,831,Derby,Eligible for FSM,39.90147783,l2em
2021,3563,East Midlands,E06000016,856,Leicester,Eligible for FSM,46.03448276,l2em
2021,466,East Midlands,E06000017,857,Rutland,Eligible for FSM,42.10526316,l2em
2021,2334,East Midlands,E06000018,892,Nottingham,Eligible for FSM,40.83484574,l2em
2021,3418,East Midlands,E06000061,940,North Northamptonshire,Eligible for FSM,37.83783784,l2em
2021,3985,East Midlands,E06000062,941,West Northamptonshire,Eligible for FSM,38.06818182,l2em
2021,7096,East Midlands,E10000007,830,Derbyshire,Eligible for FSM,40.65656566,l2em
2021,6880,East Midlands,E10000018,855,Leicestershire,Eligible for FSM,43.88349515,l2em
2021,7324,East Midlands,E10000019,925,Lincolnshire,Eligible for FSM,42.31292517,l2em
2021,7784,East Midlands,E10000024,891,Nottinghamshire,Eligible for FSM,40.61470911,l2em
2021,2323,East of England,E06000031,874,Peterborough,Eligible for FSM,37.63837638,l2em
2021,2619,East of England,E06000032,821,Luton,Eligible for FSM,53.80835381,l2em
2021,2021,East of England,E06000033,882,Southend-on-Sea,Eligible for FSM,42.40837696,l2em
2021,1636,East of England,E06000034,883,Thurrock,Eligible for FSM,40.64171123,l2em
2021,1847,East of England,E06000055,822,Bedford,Eligible for FSM,42.10526316,l2em
2021,2586,East of England,E06000056,823,Central Bedfordshire,Eligible for FSM,26.66666667,l2em
2021,5483,East of England,E10000003,873,Cambridgeshire,Eligible for FSM,37.43718593,l2em
2021,1093,South East,E06000038,870,Reading,Eligible for FSM,42.42424242,l2em
2021,1668,South East,E06000039,871,Slough,Eligible for FSM,41.9047619,l2em
2021,1496,South East,E06000040,868,Windsor and Maidenhead,Eligible for FSM,63.19444444,l2em
2021,1657,South East,E06000041,872,Wokingham,Eligible for FSM,51.89873418,l2em
2021,2804,South East,E06000042,826,Milton Keynes,Eligible for FSM,42.04545455,l2em
2021,2207,South East,E06000043,846,Brighton and Hove,Eligible for FSM,38.0794702,l2em
2021,1698,South East,E06000044,851,Portsmouth,Eligible for FSM,44.61538462,l2em
2021,1913,South East,E06000045,852,Southampton,Eligible for FSM,37.33333333,l2em
2021,1080,South East,E06000046,921,Isle of Wight,Eligible for FSM,44.28571429,l2em
2021,5710,South East,E06000060,825,Buckinghamshire,Eligible for FSM,38.01652893,l2em
2021,4724,South East,E10000011,845,East Sussex,Eligible for FSM,44.60431655,l2em
2021,12535,South East,E10000014,850,Hampshire,Eligible for FSM,43.4470377,l2em
2021,15643,South East,E10000016,886,Kent,Eligible for FSM,41.53225806,l2em
2021,5918,South East,E10000025,931,Oxfordshire,Eligible for FSM,36.79945982,l2em
2021,10085,South East,E10000030,936,Surrey,Eligible for FSM,42.67352185,l2em
2021,7619,South East,E10000032,938,West Sussex,Eligible for FSM,43.89880952,l2em
2021,2079,South West,E06000022,800,Bath and North East Somerset,Eligible for FSM,44.67680608,l2em
2021,3159,South West,E06000023,801,"Bristol, City of",Eligible for FSM,38.28571429,l2em
2021,14092,East of England,E10000012,881,Essex,Eligible for FSM,34.06408094,l3
2021,12422,East of England,E10000015,919,Hertfordshire,Eligible for FSM,42.53012048,l3
2021,7562,East of England,E10000020,926,Norfolk,Eligible for FSM,29.53488372,l3
2021,6828,East of England,E10000029,935,Suffolk,Eligible for FSM,35.93272171,l3
2021,2249,London,E09000002,301,Barking and Dagenham,Eligible for FSM,47.42547425,l3
2021,3788,London,E09000003,302,Barnet,Eligible for FSM,53.14401623,l3
2021,3045,London,E09000004,303,Bexley,Eligible for FSM,37.03703704,l3
2021,2981,London,E09000005,304,Brent,Eligible for FSM,60.40462428,l3
2021,3150,London,E09000006,305,Bromley,Eligible for FSM,40.35874439,l3
2021,1562,London,E09000007,202,Camden,Eligible for FSM,57.8817734,l3
2021,3443,London,E09000008,306,Croydon,Eligible for FSM,51.04895105,l3
2021,2917,London,E09000009,307,Ealing,Eligible for FSM,62.2327791,l3
2021,3460,London,E09000010,308,Enfield,Eligible for FSM,49.82206406,l3
2021,2308,London,E09000011,203,Greenwich,Eligible for FSM,43.35106383,l3
2021,2064,London,E09000012,204,Hackney,Eligible for FSM,63.30275229,l3
2021,1316,London,E09000013,205,Hammersmith and Fulham,Eligible for FSM,57.87545788,l3
2021,2243,London,E09000014,309,Haringey,Eligible for FSM,59.14529915,l3
2021,2083,London,E09000015,310,Harrow,Eligible for FSM,65.63876652,l3
2021,2792,London,E09000016,311,Havering,Eligible for FSM,37.6984127,l3
2021,3128,London,E09000017,312,Hillingdon,Eligible for FSM,46.77002584,l3
2021,2607,London,E09000018,313,Hounslow,Eligible for FSM,62.22826087,l3
2021,1426,London,E09000019,206,Islington,Eligible for FSM,56.82819383,l3
2021,721,London,E09000020,207,Kensington and Chelsea,Eligible for FSM,66.94214876,l3
2021,1537,London,E09000021,314,Kingston upon Thames,Eligible for FSM,49.48453608,l3
2021,2151,London,E09000022,208,Lambeth,Eligible for FSM,51.38339921,l3
2021,2126,London,E09000023,209,Lewisham,Eligible for FSM,46.07329843,l3
2021,1425,London,E09000024,315,Merton,Eligible for FSM,48.49785408,l3
2021,3809,London,E09000025,316,Newham,Eligible for FSM,58.84146341,l3
2021,3445,London,E09000026,317,Redbridge,Eligible for FSM,33.65695793,l3
2021,1313,North East,E06000002,806,Middlesbrough,Eligible for FSM,35.09433962,l3
2021,1521,North East,E06000003,807,Redcar and Cleveland,Eligible for FSM,33.33333333,l3
2021,1938,North East,E06000004,808,Stockton-on-Tees,Eligible for FSM,34.375,l3
2021,1100,North East,E06000005,841,Darlington,Eligible for FSM,26.84283727,l3
2021,4568,North East,E06000047,840,County Durham,Eligible for FSM,27.77777778,l3
2021,3050,North East,E06000057,929,Northumberland,Eligible for FSM,28.64493997,l3
2021,2479,North East,E08000021,391,Newcastle upon Tyne,Eligible for FSM,35.15981735,l3
2021,1900,North East,E08000022,392,North Tyneside,Eligible for FSM,31.66023166,l3
2021,1436,North East,E08000023,393,South Tyneside,Eligible for FSM,33.57271095,l3
2021,2616,North East,E08000024,394,Sunderland,Eligible for FSM,27.60942761,l3
2021,1892,North East,E08000037,390,Gateshead,Eligible for FSM,27.56097561,l3
2021,5976,Yorkshire and the Humber,E10000023,815,North Yorkshire,Eligible for FSM,34.90813648,l3
2021,12261,West Midlands,E08000025,330,Birmingham,Eligible for FSM,46.29010695,l3
2021,3364,West Midlands,E08000026,331,Coventry,Eligible for FSM,38.98305085,l3
2021,3293,West Midlands,E08000027,332,Dudley,Eligible for FSM,30.48016701,l3
2021,3651,West Midlands,E08000028,333,Sandwell,Eligible for FSM,36.49538867,l3
2021,2920,West Midlands,E08000029,334,Solihull,Eligible for FSM,39.30481283,l3
2021,3012,West Midlands,E08000030,335,Walsall,Eligible for FSM,35.2293578,l3
2021,2905,West Midlands,E08000031,336,Wolverhampton,Eligible for FSM,31.54121864,l3
2021,8348,West Midlands,E10000028,860,Staffordshire,Eligible for FSM,31.20665742,l3
2021,5528,West Midlands,E10000031,937,Warwickshire,Eligible for FSM,30.73684211,l3
2021,5326,West Midlands,E10000034,885,Worcestershire,Eligible for FSM,26.04373757,l3
2021,2252,Yorkshire and the Humber,E06000010,810,"Kingston Upon Hull, City of",Eligible for FSM,33.72921615,l3
2021,3164,Yorkshire and the Humber,E06000011,811,East Riding of Yorkshire,Eligible for FSM,37.95379538,l3
2021,1418,Yorkshire and the Humber,E06000012,812,North East Lincolnshire,Eligible for FSM,32.8042328,l3
2021,1651,Yorkshire and the Humber,E06000013,813,North Lincolnshire,Eligible for FSM,30.93922652,l3
2021,1613,Yorkshire and the Humber,E06000014,816,York,Eligible for FSM,30.09708738,l3
2021,2019,Yorkshire and the Humber,E08000016,370,Barnsley,Eligible for FSM,29.26045016,l3
2021,2922,Yorkshire and the Humber,E08000017,371,Doncaster,Eligible for FSM,26.71394799,l3
2021,3159,Yorkshire and the Humber,E08000018,372,Rotherham,Eligible for FSM,27.64578834,l3
2021,5048,Yorkshire and the Humber,E08000019,373,Sheffield,Eligible for FSM,34.78747204,l3
2021,5992,Yorkshire and the Humber,E08000032,380,Bradford,Eligible for FSM,36.62222222,l3
2021,2430,Yorkshire and the Humber,E08000033,381,Calderdale,Eligible for FSM,43.05555556,l3
2021,4518,Yorkshire and the Humber,E08000034,382,Kirklees,Eligible for FSM,40.72447859,l3
2021,7501,Yorkshire and the Humber,E08000035,383,Leeds,Eligible for FSM,31.04693141,l3
2021,3416,Yorkshire and the Humber,E08000036,384,Wakefield,Eligible for FSM,33.27171904,l3
2021,2101,South West,E06000024,802,North Somerset,Eligible for FSM,32.35294118,l3
2021,2513,South West,E06000025,803,South Gloucestershire,Eligible for FSM,31.03448276,l3
2021,2506,South West,E06000026,879,Plymouth,Eligible for FSM,31.22923588,l3
2021,1353,South West,E06000027,880,Torbay,Eligible for FSM,34.44444444,l3
2021,2052,South West,E06000030,866,Swindon,Eligible for FSM,21.56862745,l3
2021,5131,South West,E06000052,908,Cornwall,Eligible for FSM,32.87401575,l3
2021,15,South West,E06000053,420,Isles of Scilly,Eligible for FSM,0,l3
2021,4662,South West,E06000054,865,Wiltshire,Eligible for FSM,33.33333333,l3
2021,3441,South West,E06000058,839,"Bournemouth, Christchurch and Poole",Eligible for FSM,39.62848297,l3
2021,3436,South West,E06000059,838,Dorset,Eligible for FSM,37.56097561,l3
2021,6609,South West,E10000008,878,Devon,Eligible for FSM,30.4975923,l3
2021,6016,South West,E10000013,916,Gloucestershire,Eligible for FSM,28.21670429,l3
2021,4616,South West,E10000027,933,Somerset,Eligible for FSM,30,l3
2021,1647,West Midlands,E06000019,884,Herefordshire,Eligible for FSM,24.59016393,l3
2021,1939,West Midlands,E06000020,894,Telford and Wrekin,Eligible for FSM,29.01023891,l3
2021,2169,West Midlands,E06000021,861,Stoke-on-Trent,Eligible for FSM,31.6091954,l3
2021,2864,West Midlands,E06000051,893,Shropshire,Eligible for FSM,30.70175439,l3
2021,1478,London,E09000027,318,Richmond upon Thames,Eligible for FSM,69.40966011,l3
2021,2423,London,E09000028,210,Southwark,Eligible for FSM,50,l3
2021,2538,London,E09000029,319,Sutton,Eligible for FSM,62.29007634,l3
2021,2657,London,E09000030,211,Tower Hamlets,Eligible for FSM,46.44194757,l3
2021,2622,London,E09000031,320,Waltham Forest,Eligible for FSM,67.43772242,l3
2021,1748,London,E09000032,212,Wandsworth,Eligible for FSM,61.89258312,l3
2021,1517,London,E09000033,213,Westminster,Eligible for FSM,54.09836066,l3
2021,1019,North East,E06000001,805,Hartlepool,Eligible for FSM,68.63753213,l3
2021,1336,North West,E06000006,876,Halton,Eligible for FSM,32.3943662,l3
2021,2383,North West,E06000007,877,Warrington,Eligible for FSM,34.36532508,l3
2021,1839,North West,E06000008,889,Blackburn with Darwen,Eligible for FSM,33.47107438,l3
2021,1143,North West,E06000009,890,Blackpool,Eligible for FSM,46.06741573,l3
2021,3549,North West,E06000049,895,Cheshire East,Eligible for FSM,32.61802575,l3
2021,3302,North West,E06000050,896,Cheshire West and Chester,Eligible for FSM,30.56603774,l3
2021,3012,North West,E08000001,350,Bolton,Eligible for FSM,31.38888889,l3
2021,2136,North West,E08000002,351,Bury,Eligible for FSM,41.03585657,l3
2021,4801,North West,E08000003,352,Manchester,Eligible for FSM,39.64912281,l3
2021,2991,North West,E08000004,353,Oldham,Eligible for FSM,43.07304786,l3
2021,2253,North West,E08000005,354,Rochdale,Eligible for FSM,40.8477842,l3
2021,2105,North West,E08000006,355,Salford,Eligible for FSM,41.80929095,l3
2021,2603,North West,E08000007,356,Stockport,Eligible for FSM,27.3657289,l3
2021,2529,North West,E08000008,357,Tameside,Eligible for FSM,31.94888179,l3
2021,2856,North West,E08000009,358,Trafford,Eligible for FSM,36.21495327,l3
2021,3230,North West,E08000010,359,Wigan,Eligible for FSM,43.98340249,l3
2021,933,North West,E08000011,340,Knowsley,Eligible for FSM,27.85145889,l3
2021,4538,North West,E08000012,341,Liverpool,Eligible for FSM,23.07692308,l3
2021,1702,North West,E08000013,342,St. Helens,Eligible for FSM,34.51015004,l3
2021,2808,North West,E08000014,343,Sefton,Eligible for FSM,28.93617021,l3
2021,3257,North West,E08000015,344,Wirral,Eligible for FSM,31.36246787,l3
2021,4729,North West,E10000006,909,Cumbria,Eligible for FSM,34.01221996,l3
2021,11955,North West,E10000017,888,Lancashire,Eligible for FSM,23.21428571,l3
2021,2915,South East,E06000035,887,Medway,Eligible for FSM,35.03800968,l3
2021,1043,South East,E06000036,867,Bracknell Forest,Eligible for FSM,31.48788927,l3
2021,1755,South East,E06000037,869,West Berkshire,Eligible for FSM,37.5,l3
2021,2796,East Midlands,E06000015,831,Derby,Eligible for FSM,27.83251232,l3
2021,3563,East Midlands,E06000016,856,Leicester,Eligible for FSM,38.10344828,l3
2021,466,East Midlands,E06000017,857,Rutland,Eligible for FSM,15.78947368,l3
2021,2334,East Midlands,E06000018,892,Nottingham,Eligible for FSM,30.12704174,l3
2021,3418,East Midlands,E06000061,940,North Northamptonshire,Eligible for FSM,27.02702703,l3
2021,3985,East Midlands,E06000062,941,West Northamptonshire,Eligible for FSM,28.97727273,l3
2021,7096,East Midlands,E10000007,830,Derbyshire,Eligible for FSM,31.06060606,l3
2021,6880,East Midlands,E10000018,855,Leicestershire,Eligible for FSM,32.42718447,l3
2021,7324,East Midlands,E10000019,925,Lincolnshire,Eligible for FSM,28.43537415,l3
2021,7784,East Midlands,E10000024,891,Nottinghamshire,Eligible for FSM,31.61361142,l3
2021,2323,East of England,E06000031,874,Peterborough,Eligible for FSM,30.99630996,l3
2021,2619,East of England,E06000032,821,Luton,Eligible for FSM,49.38574939,l3
2021,2021,East of England,E06000033,882,Southend-on-Sea,Eligible for FSM,36.12565445,l3
2021,1636,East of England,E06000034,883,Thurrock,Eligible for FSM,31.01604278,l3
2021,1847,East of England,E06000055,822,Bedford,Eligible for FSM,36.84210526,l3
2021,2586,East of England,E06000056,823,Central Bedfordshire,Eligible for FSM,23.03030303,l3
2021,5483,East of England,E10000003,873,Cambridgeshire,Eligible for FSM,29.39698492,l3
2021,1093,South East,E06000038,870,Reading,Eligible for FSM,31.81818182,l3
2021,1668,South East,E06000039,871,Slough,Eligible for FSM,31.42857143,l3
2021,1496,South East,E06000040,868,Windsor and Maidenhead,Eligible for FSM,53.47222222,l3
2021,1657,South East,E06000041,872,Wokingham,Eligible for FSM,48.10126582,l3
2021,2804,South East,E06000042,826,Milton Keynes,Eligible for FSM,36.36363636,l3
2021,2207,South East,E06000043,846,Brighton and Hove,Eligible for FSM,28.80794702,l3
2021,1698,South East,E06000044,851,Portsmouth,Eligible for FSM,34.23076923,l3
2021,1913,South East,E06000045,852,Southampton,Eligible for FSM,26.33333333,l3
2021,1080,South East,E06000046,921,Isle of Wight,Eligible for FSM,32.57142857,l3
2021,5710,South East,E06000060,825,Buckinghamshire,Eligible for FSM,34.7107438,l3
2021,4724,South East,E10000011,845,East Sussex,Eligible for FSM,38.84892086,l3
2021,12535,South East,E10000014,850,Hampshire,Eligible for FSM,30.87971275,l3
2021,15643,South East,E10000016,886,Kent,Eligible for FSM,28.62903226,l3
2021,5918,South East,E10000025,931,Oxfordshire,Eligible for FSM,27.95408508,l3
2021,10085,South East,E10000030,936,Surrey,Eligible for FSM,27.76349614,l3
2021,7619,South East,E10000032,938,West Sussex,Eligible for FSM,31.54761905,l3
2021,2079,South West,E06000022,800,Bath and North East Somerset,Eligible for FSM,29.46768061,l3
2021,3159,South West,E06000023,801,"Bristol, City of",Eligible for FSM,25.14285714,l3
2021,12906,East of England,E10000012,881,Essex,Not eligible for FSM,83.43406168,l2
2021,11592,East of England,E10000015,919,Hertfordshire,Not eligible for FSM,89.03554175,l2
2021,6702,East of England,E10000020,926,Norfolk,Not eligible for FSM,82.42315727,l2
2021,6174,East of England,E10000029,935,Suffolk,Not eligible for FSM,84.38613541,l2
2021,1880,London,E09000002,301,Barking and Dagenham,Not eligible for FSM,83.56382979,l2
2021,3295,London,E09000003,302,Barnet,Not eligible for FSM,91.19878604,l2
2021,2748,London,E09000004,303,Bexley,Not eligible for FSM,85.51673945,l2
2021,2635,London,E09000005,304,Brent,Not eligible for FSM,87.96963947,l2
2021,2927,London,E09000006,305,Bromley,Not eligible for FSM,88.58899898,l2
2021,1156,London,E09000007,202,Camden,Not eligible for FSM,88.66782007,l2
2021,2871,London,E09000008,306,Croydon,Not eligible for FSM,86.34622083,l2
2021,2496,London,E09000009,307,Ealing,Not eligible for FSM,89.58333333,l2
2021,2898,London,E09000010,308,Enfield,Not eligible for FSM,84.92063492,l2
2021,1932,London,E09000011,203,Greenwich,Not eligible for FSM,80.64182195,l2
2021,1410,London,E09000012,204,Hackney,Not eligible for FSM,90.35460993,l2
2021,1043,London,E09000013,205,Hammersmith and Fulham,Not eligible for FSM,88.59060403,l2
2021,1658,London,E09000014,309,Haringey,Not eligible for FSM,84.19782871,l2
2021,1856,London,E09000015,310,Harrow,Not eligible for FSM,91.10991379,l2
2021,2540,London,E09000016,311,Havering,Not eligible for FSM,84.4488189,l2
2021,2741,London,E09000017,312,Hillingdon,Not eligible for FSM,87.55928493,l2
2021,2239,London,E09000018,313,Hounslow,Not eligible for FSM,89.90620813,l2
2021,972,London,E09000019,206,Islington,Not eligible for FSM,88.68312757,l2
2021,600,London,E09000020,207,Kensington and Chelsea,Not eligible for FSM,91.16666667,l2
2021,1440,London,E09000021,314,Kingston upon Thames,Not eligible for FSM,91.59722222,l2
2021,1645,London,E09000022,208,Lambeth,Not eligible for FSM,83.76899696,l2
2021,1744,London,E09000023,209,Lewisham,Not eligible for FSM,86.86926606,l2
2021,1192,London,E09000024,315,Merton,Not eligible for FSM,88.75838926,l2
2021,3153,London,E09000025,316,Newham,Not eligible for FSM,88.10656518,l2
2021,1004,North East,E06000002,806,Middlesbrough,Not eligible for FSM,81.57370518,l2
2021,1256,North East,E06000003,807,Redcar and Cleveland,Not eligible for FSM,82.56369427,l2
2021,1653,North East,E06000004,808,Stockton-on-Tees,Not eligible for FSM,85.1784634,l2
2021,972,North East,E06000005,841,Darlington,Not eligible for FSM,84.36213992,l2
2021,3849,North East,E06000047,840,County Durham,Not eligible for FSM,83.9698623,l2
2021,2708,North East,E06000057,929,Northumberland,Not eligible for FSM,83.64106352,l2
2021,1896,North East,E08000021,391,Newcastle upon Tyne,Not eligible for FSM,81.11814346,l2
2021,1681,North East,E08000022,392,North Tyneside,Not eligible for FSM,84.65199286,l2
2021,1177,North East,E08000023,393,South Tyneside,Not eligible for FSM,84.1971113,l2
2021,2059,North East,E08000024,394,Sunderland,Not eligible for FSM,83.43856241,l2
2021,1595,North East,E08000037,390,Gateshead,Not eligible for FSM,84.63949843,l2
2021,3006,Yorkshire and the Humber,E08000036,384,Wakefield,Not eligible for FSM,79.50765136,l2
2021,5595,Yorkshire and the Humber,E10000023,815,North Yorkshire,Not eligible for FSM,86.00536193,l2
2021,9269,West Midlands,E08000025,330,Birmingham,Not eligible for FSM,84.50749811,l2
2021,2833,West Midlands,E08000026,331,Coventry,Not eligible for FSM,80.16237204,l2
2021,2814,West Midlands,E08000027,332,Dudley,Not eligible for FSM,83.01350391,l2
2021,2892,West Midlands,E08000028,333,Sandwell,Not eligible for FSM,80.46334716,l2
2021,2546,West Midlands,E08000029,334,Solihull,Not eligible for FSM,86.76355067,l2
2021,2467,West Midlands,E08000030,335,Walsall,Not eligible for FSM,79.04337252,l2
2021,2347,West Midlands,E08000031,336,Wolverhampton,Not eligible for FSM,82.5308905,l2
2021,7627,West Midlands,E10000028,860,Staffordshire,Not eligible for FSM,83.13884883,l2
2021,5053,West Midlands,E10000031,937,Warwickshire,Not eligible for FSM,85.8499901,l2
2021,4823,West Midlands,E10000034,885,Worcestershire,Not eligible for FSM,83.99336513,l2
2021,1831,Yorkshire and the Humber,E06000010,810,"Kingston Upon Hull, City of",Not eligible for FSM,80.83014746,l2
2021,2861,Yorkshire and the Humber,E06000011,811,East Riding of Yorkshire,Not eligible for FSM,87.7665152,l2
2021,1229,Yorkshire and the Humber,E06000012,812,North East Lincolnshire,Not eligible for FSM,83.31977217,l2
2021,1470,Yorkshire and the Humber,E06000013,813,North Lincolnshire,Not eligible for FSM,82.72108844,l2
2021,1510,Yorkshire and the Humber,E06000014,816,York,Not eligible for FSM,86.49006623,l2
2021,1708,Yorkshire and the Humber,E08000016,370,Barnsley,Not eligible for FSM,78.1030445,l2
2021,2499,Yorkshire and the Humber,E08000017,371,Doncaster,Not eligible for FSM,77.95118047,l2
2021,2696,Yorkshire and the Humber,E08000018,372,Rotherham,Not eligible for FSM,80.56379822,l2
2021,4154,Yorkshire and the Humber,E08000019,373,Sheffield,Not eligible for FSM,80.18777082,l2
2021,4867,Yorkshire and the Humber,E08000032,380,Bradford,Not eligible for FSM,77.80973906,l2
2021,2142,Yorkshire and the Humber,E08000033,381,Calderdale,Not eligible for FSM,85.0140056,l2
2021,3607,Yorkshire and the Humber,E08000034,382,Kirklees,Not eligible for FSM,86.08261713,l2
2021,6393,Yorkshire and the Humber,E08000035,383,Leeds,Not eligible for FSM,81.07304865,l2
2021,2618,South West,E06000023,801,"Bristol, City of",Not eligible for FSM,82.62032086,l2
2021,1965,South West,E06000024,802,North Somerset,Not eligible for FSM,88.75318066,l2
2021,2310,South West,E06000025,803,South Gloucestershire,Not eligible for FSM,83.41991342,l2
2021,2205,South West,E06000026,879,Plymouth,Not eligible for FSM,85.07936508,l2
2021,1173,South West,E06000027,880,Torbay,Not eligible for FSM,81.84143223,l2
2021,1848,South West,E06000030,866,Swindon,Not eligible for FSM,80.57359307,l2
2021,4623,South West,E06000052,908,Cornwall,Not eligible for FSM,83.88492321,l2
2021,13,South West,E06000053,420,Isles of Scilly,Not eligible for FSM,100,l2
2021,4359,South West,E06000054,865,Wiltshire,Not eligible for FSM,86.21243404,l2
2021,3118,South West,E06000058,839,"Bournemouth, Christchurch and Poole",Not eligible for FSM,85.47145606,l2
2021,3026,South West,E06000059,838,Dorset,Not eligible for FSM,85.95505618,l2
2021,5986,South West,E10000008,878,Devon,Not eligible for FSM,84.24657534,l2
2021,5573,South West,E10000013,916,Gloucestershire,Not eligible for FSM,86.50637,l2
2021,4196,South West,E10000027,933,Somerset,Not eligible for FSM,83.05529075,l2
2021,1525,West Midlands,E06000019,884,Herefordshire,Not eligible for FSM,85.96721311,l2
2021,1646,West Midlands,E06000020,894,Telford and Wrekin,Not eligible for FSM,82.07776428,l2
2021,1821,West Midlands,E06000021,861,Stoke-on-Trent,Not eligible for FSM,77.10049423,l2
2021,2636,West Midlands,E06000051,893,Shropshire,Not eligible for FSM,85.88770865,l2
2021,2886,London,E09000026,317,Redbridge,Not eligible for FSM,90.22869023,l2
2021,1328,London,E09000027,318,Richmond upon Thames,Not eligible for FSM,88.78012048,l2
2021,1768,London,E09000028,210,Southwark,Not eligible for FSM,89.64932127,l2
2021,2271,London,E09000029,319,Sutton,Not eligible for FSM,92.60237781,l2
2021,1533,London,E09000030,211,Tower Hamlets,Not eligible for FSM,87.86692759,l2
2021,2231,London,E09000031,320,Waltham Forest,Not eligible for FSM,87.85298073,l2
2021,1504,London,E09000032,212,Wandsworth,Not eligible for FSM,85.7712766,l2
2021,1128,London,E09000033,213,Westminster,Not eligible for FSM,90.42553191,l2
2021,806,North East,E06000001,805,Hartlepool,Not eligible for FSM,85.60794045,l2
2021,1013,North West,E06000006,876,Halton,Not eligible for FSM,82.82329714,l2
2021,2141,North West,E06000007,877,Warrington,Not eligible for FSM,86.40822046,l2
2021,1572,North West,E06000008,889,Blackburn with Darwen,Not eligible for FSM,85.43256997,l2
2021,910,North West,E06000009,890,Blackpool,Not eligible for FSM,75.82417582,l2
2021,3284,North West,E06000049,895,Cheshire East,Not eligible for FSM,88.88550548,l2
2021,2942,North West,E06000050,896,Cheshire West and Chester,Not eligible for FSM,86.87967369,l2
2021,2510,North West,E08000001,350,Bolton,Not eligible for FSM,84.22310757,l2
2021,1851,North West,E08000002,351,Bury,Not eligible for FSM,86.27768774,l2
2021,3610,North West,E08000003,352,Manchester,Not eligible for FSM,81.44044321,l2
2021,2472,North West,E08000004,353,Oldham,Not eligible for FSM,79.93527508,l2
2021,1844,North West,E08000005,354,Rochdale,Not eligible for FSM,82.97180043,l2
2021,1714,North West,E08000006,355,Salford,Not eligible for FSM,78.58809802,l2
2021,2290,North West,E08000007,356,Stockport,Not eligible for FSM,83.66812227,l2
2021,2101,North West,E08000008,357,Tameside,Not eligible for FSM,82.91289862,l2
2021,2615,North West,E08000009,358,Trafford,Not eligible for FSM,89.71319312,l2
2021,2853,North West,E08000010,359,Wigan,Not eligible for FSM,83.52611286,l2
2021,634,North West,E08000011,340,Knowsley,Not eligible for FSM,73.18611987,l2
2021,3405,North West,E08000012,341,Liverpool,Not eligible for FSM,83.17180617,l2
2021,1467,North West,E08000013,342,St. Helens,Not eligible for FSM,80.09543286,l2
2021,2419,North West,E08000014,343,Sefton,Not eligible for FSM,84.53906573,l2
2021,2766,North West,E08000015,344,Wirral,Not eligible for FSM,85.32176428,l2
2021,4337,North West,E10000006,909,Cumbria,Not eligible for FSM,84.04427023,l2
2021,10508,North West,E10000017,888,Lancashire,Not eligible for FSM,84.64979064,l2
2021,2626,South East,E06000035,887,Medway,Not eligible for FSM,84.3488195,l2
2021,987,South East,E06000036,867,Bracknell Forest,Not eligible for FSM,82.9787234,l2
2021,2390,East Midlands,E06000015,831,Derby,Not eligible for FSM,74.43514644,l2
2021,2983,East Midlands,E06000016,856,Leicester,Not eligible for FSM,80.79114985,l2
2021,447,East Midlands,E06000017,857,Rutland,Not eligible for FSM,92.84116331,l2
2021,1783,East Midlands,E06000018,892,Nottingham,Not eligible for FSM,75.21031969,l2
2021,3122,East Midlands,E06000061,940,North Northamptonshire,Not eligible for FSM,84.33696348,l2
2021,3633,East Midlands,E06000062,941,West Northamptonshire,Not eligible for FSM,83.70492706,l2
2021,6304,East Midlands,E10000007,830,Derbyshire,Not eligible for FSM,81.59898477,l2
2021,6365,East Midlands,E10000018,855,Leicestershire,Not eligible for FSM,84.96465043,l2
2021,6589,East Midlands,E10000019,925,Lincolnshire,Not eligible for FSM,83.70010624,l2
2021,6873,East Midlands,E10000024,891,Nottinghamshire,Not eligible for FSM,83.47155536,l2
2021,2052,East of England,E06000031,874,Peterborough,Not eligible for FSM,79.28849903,l2
2021,2212,East of England,E06000032,821,Luton,Not eligible for FSM,83.00180832,l2
2021,1830,East of England,E06000033,882,Southend-on-Sea,Not eligible for FSM,87.4863388,l2
2021,1449,East of England,E06000034,883,Thurrock,Not eligible for FSM,79.91718427,l2
2021,1676,East of England,E06000055,822,Bedford,Not eligible for FSM,85.3221957,l2
2021,2421,East of England,E06000056,823,Central Bedfordshire,Not eligible for FSM,85.54316398,l2
2021,5085,East of England,E10000003,873,Cambridgeshire,Not eligible for FSM,83.95280236,l2
2021,1623,South East,E06000037,869,West Berkshire,Not eligible for FSM,85.15095502,l2
2021,988,South East,E06000038,870,Reading,Not eligible for FSM,77.53036437,l2
2021,1524,South East,E06000039,871,Slough,Not eligible for FSM,90.4855643,l2
2021,1417,South East,E06000040,868,Windsor and Maidenhead,Not eligible for FSM,87.8616796,l2
2021,1569,South East,E06000041,872,Wokingham,Not eligible for FSM,87.57170172,l2
