cohort_19_in,number_in_ss_cohort,region,la_code_9,la_code_3,la_name,fsm,sen,category,value
2022,3080,South East,E06000035,887,Medway,ALL,ALL,Level 2,80.90909091
2022,2574,South East,E06000035,887,Medway,ALL,No SEN,Level 2,85.47008547
2022,116,South East,E06000035,887,Medway,ALL,SEN with statements or EHC plans,Level 2,29.31034483
2022,390,South East,E06000035,887,Medway,ALL,SEN without statements or EHC plans,Level 2,66.15384615
2022,2711,South East,E06000035,887,Medway,Not eligible for FSM,ALL,Level 2,82.88454445
2022,369,South East,E06000035,887,Medway,Eligible for FSM,ALL,Level 2,66.39566396
2022,1111,South East,E06000036,867,Bracknell Forest,ALL,ALL,Level 2,81.09810981
2022,959,South East,E06000036,867,Bracknell Forest,ALL,No SEN,Level 2,85.50573514
2022,37,South East,E06000036,867,Bracknell Forest,ALL,SEN with statements or EHC plans,Level 2,37.83783784
2022,115,South East,E06000036,867,Bracknell Forest,ALL,SEN without statements or EHC plans,Level 2,58.26086957
2022,1023,South East,E06000036,867,Bracknell Forest,Not eligible for FSM,ALL,Level 2,83.77321603
2022,88,South East,E06000036,867,Bracknell Forest,Eligible for FSM,ALL,Level 2,50
2022,1865,South East,E06000037,869,West Berkshire,ALL,ALL,Level 2,81.71581769
2022,1560,South East,E06000037,869,West Berkshire,ALL,No SEN,Level 2,86.08974359
2022,102,South East,E06000037,869,West Berkshire,ALL,SEN with statements or EHC plans,Level 2,42.15686275
2022,203,South East,E06000037,869,West Berkshire,ALL,SEN without statements or EHC plans,Level 2,67.98029557
2022,1741,South East,E06000037,869,West Berkshire,Not eligible for FSM,ALL,Level 2,83.97472717
2022,124,South East,E06000037,869,West Berkshire,Eligible for FSM,ALL,Level 2,50
2022,1167,South East,E06000038,870,Reading,ALL,ALL,Level 2,76.09254499
2022,980,South East,E06000038,870,Reading,ALL,No SEN,Level 2,81.93877551
2022,64,South East,E06000038,870,Reading,ALL,SEN with statements or EHC plans,Level 2,25
2022,123,South East,E06000038,870,Reading,ALL,SEN without statements or EHC plans,Level 2,56.09756098
2022,1036,South East,E06000038,870,Reading,Not eligible for FSM,ALL,Level 2,80.21235521
2022,131,South East,E06000038,870,Reading,Eligible for FSM,ALL,Level 2,43.51145038
2022,1862,South East,E06000039,871,Slough,ALL,ALL,Level 2,87.86251343
2022,1657,South East,E06000039,871,Slough,ALL,No SEN,Level 2,92.33554617
2022,61,South East,E06000039,871,Slough,ALL,SEN with statements or EHC plans,Level 2,19.67213115
2022,144,South East,E06000039,871,Slough,ALL,SEN without statements or EHC plans,Level 2,65.27777778
2022,1689,South East,E06000039,871,Slough,Not eligible for FSM,ALL,Level 2,89.1651865
2022,173,South East,E06000039,871,Slough,Eligible for FSM,ALL,Level 2,75.14450867
2022,1491,South East,E06000040,868,Windsor and Maidenhead,ALL,ALL,Level 2,87.39101274
2022,1265,South East,E06000040,868,Windsor and Maidenhead,ALL,No SEN,Level 2,92.09486166
2022,58,South East,E06000040,868,Windsor and Maidenhead,ALL,SEN with statements or EHC plans,Level 2,50
2022,168,South East,E06000040,868,Windsor and Maidenhead,ALL,SEN without statements or EHC plans,Level 2,64.88095238
2022,1390,South East,E06000040,868,Windsor and Maidenhead,Not eligible for FSM,ALL,Level 2,88.70503597
2022,6833,East Midlands,E10000019,925,Lincolnshire,Not eligible for FSM,ALL,Level 2,84.22362066
2022,860,East Midlands,E10000019,925,Lincolnshire,Eligible for FSM,ALL,Level 2,61.97674419
2022,7814,East Midlands,E10000024,891,Nottinghamshire,ALL,ALL,Level 2,80.79088815
2022,6956,East Midlands,E10000024,891,Nottinghamshire,ALL,No SEN,Level 2,85.10638298
2022,182,East Midlands,E10000024,891,Nottinghamshire,ALL,SEN with statements or EHC plans,Level 2,12.63736264
2022,676,East Midlands,E10000024,891,Nottinghamshire,ALL,SEN without statements or EHC plans,Level 2,54.73372781
2022,6877,East Midlands,E10000024,891,Nottinghamshire,Not eligible for FSM,ALL,Level 2,84.29547768
2022,937,East Midlands,E10000024,891,Nottinghamshire,Eligible for FSM,ALL,Level 2,55.06937033
2022,2354,East of England,E06000031,874,Peterborough,ALL,ALL,Level 2,76.12574342
2022,2023,East of England,E06000031,874,Peterborough,ALL,No SEN,Level 2,81.71033119
2022,129,East of England,E06000031,874,Peterborough,ALL,SEN with statements or EHC plans,Level 2,21.70542636
2022,202,East of England,E06000031,874,Peterborough,ALL,SEN without statements or EHC plans,Level 2,54.95049505
2022,2043,East of England,E06000031,874,Peterborough,Not eligible for FSM,ALL,Level 2,78.85462555
2022,311,East of England,E06000031,874,Peterborough,Eligible for FSM,ALL,Level 2,58.19935691
2022,2640,East of England,E06000032,821,Luton,ALL,ALL,Level 2,81.66666667
2022,2333,East of England,E06000032,821,Luton,ALL,No SEN,Level 2,84.9121303
2022,66,East of England,E06000032,821,Luton,ALL,SEN with statements or EHC plans,Level 2,30.3030303
2022,241,East of England,E06000032,821,Luton,ALL,SEN without statements or EHC plans,Level 2,64.3153527
2022,2191,East of England,E06000032,821,Luton,Not eligible for FSM,ALL,Level 2,83.38658147
2022,449,East of England,E06000032,821,Luton,Eligible for FSM,ALL,Level 2,73.27394209
2022,2049,East of England,E06000033,882,Southend-on-Sea,ALL,ALL,Level 2,85.55392875
2022,1855,East of England,E06000033,882,Southend-on-Sea,ALL,No SEN,Level 2,90.02695418
2022,62,East of England,E06000033,882,Southend-on-Sea,ALL,SEN with statements or EHC plans,Level 2,25.80645161
2022,132,East of England,E06000033,882,Southend-on-Sea,ALL,SEN without statements or EHC plans,Level 2,50.75757576
2022,1856,East of England,E06000033,882,Southend-on-Sea,Not eligible for FSM,ALL,Level 2,87.98491379
2022,193,East of England,E06000033,882,Southend-on-Sea,Eligible for FSM,ALL,Level 2,62.1761658
2022,1754,East of England,E06000034,883,Thurrock,ALL,ALL,Level 2,77.02394527
2022,1495,East of England,E06000034,883,Thurrock,ALL,No SEN,Level 2,81.47157191
2022,72,East of England,E06000034,883,Thurrock,ALL,SEN with statements or EHC plans,Level 2,34.72222222
2022,187,East of England,E06000034,883,Thurrock,ALL,SEN without statements or EHC plans,Level 2,57.7540107
2022,1538,East of England,E06000034,883,Thurrock,Not eligible for FSM,ALL,Level 2,79.71391417
2022,216,East of England,E06000034,883,Thurrock,Eligible for FSM,ALL,Level 2,57.87037037
2022,1860,East of England,E06000055,822,Bedford,ALL,ALL,Level 2,81.07526882
2022,1603,East of England,E06000055,822,Bedford,ALL,No SEN,Level 2,85.96381784
2022,70,East of England,E06000055,822,Bedford,ALL,SEN with statements or EHC plans,Level 2,30
2022,187,East of England,E06000055,822,Bedford,ALL,SEN without statements or EHC plans,Level 2,58.28877005
2022,1639,East of England,E06000055,822,Bedford,Not eligible for FSM,ALL,Level 2,83.77059182
2022,221,East of England,E06000055,822,Bedford,Eligible for FSM,ALL,Level 2,61.08597285
2022,2721,East of England,E06000056,823,Central Bedfordshire,ALL,ALL,Level 2,83.42521132
2022,2363,East of England,E06000056,823,Central Bedfordshire,ALL,No SEN,Level 2,88.65848498
2022,101,East of England,E06000056,823,Central Bedfordshire,ALL,SEN with statements or EHC plans,Level 2,22.77227723
2022,257,East of England,E06000056,823,Central Bedfordshire,ALL,SEN without statements or EHC plans,Level 2,59.14396887
2022,2505,East of England,E06000056,823,Central Bedfordshire,Not eligible for FSM,ALL,Level 2,85.50898204
2022,216,East of England,E06000056,823,Central Bedfordshire,Eligible for FSM,ALL,Level 2,59.25925926
2022,5771,East of England,E10000003,873,Cambridgeshire,ALL,ALL,Level 2,83.45174147
2022,5055,East of England,E10000003,873,Cambridgeshire,ALL,No SEN,Level 2,87.57665678
2022,258,East of England,E10000003,873,Cambridgeshire,ALL,SEN with statements or EHC plans,Level 2,29.45736434
2022,458,East of England,E10000003,873,Cambridgeshire,ALL,SEN without statements or EHC plans,Level 2,68.34061135
2022,5193,East of England,E10000003,873,Cambridgeshire,Not eligible for FSM,ALL,Level 2,86.0774119
2022,578,East of England,E10000003,873,Cambridgeshire,Eligible for FSM,ALL,Level 2,59.8615917
2022,14516,East of England,E10000012,881,Essex,ALL,ALL,Level 2,81.68228162
2022,12641,East of England,E10000012,881,Essex,ALL,No SEN,Level 2,85.61031564
2022,575,East of England,E10000012,881,Essex,ALL,SEN with statements or EHC plans,Level 2,34.43478261
2022,1300,East of England,E10000012,881,Essex,ALL,SEN without statements or EHC plans,Level 2,64.38461538
2022,13124,East of England,E10000012,881,Essex,Not eligible for FSM,ALL,Level 2,83.99116123
2022,1392,East of England,E10000012,881,Essex,Eligible for FSM,ALL,Level 2,59.9137931
2022,12932,East of England,E10000015,919,Hertfordshire,ALL,ALL,Level 2,88.30034024
2022,10781,East of England,E10000015,919,Hertfordshire,ALL,No SEN,Level 2,92.30127075
2022,369,East of England,E10000015,919,Hertfordshire,ALL,SEN with statements or EHC plans,Level 2,34.68834688
2022,1782,East of England,E10000015,919,Hertfordshire,ALL,SEN without statements or EHC plans,Level 2,75.19640853
2022,11970,East of England,E10000015,919,Hertfordshire,Not eligible for FSM,ALL,Level 2,90.09189641
2022,962,East of England,E10000015,919,Hertfordshire,Eligible for FSM,ALL,Level 2,66.00831601
2022,7698,East of England,E10000020,926,Norfolk,ALL,ALL,Level 2,79.0335152
2022,6643,East of England,E10000020,926,Norfolk,ALL,No SEN,Level 2,83.18530784
2022,311,East of England,E10000020,926,Norfolk,ALL,SEN with statements or EHC plans,Level 2,30.54662379
2022,744,East of England,E10000020,926,Norfolk,ALL,SEN without statements or EHC plans,Level 2,62.2311828
2022,6771,East of England,E10000020,926,Norfolk,Not eligible for FSM,ALL,Level 2,81.96721311
2022,927,East of England,E10000020,926,Norfolk,Eligible for FSM,ALL,Level 2,57.60517799
2022,7016,East of England,E10000029,935,Suffolk,ALL,ALL,Level 2,82.25484607
2022,6186,East of England,E10000029,935,Suffolk,ALL,No SEN,Level 2,85.87132234
2022,253,East of England,E10000029,935,Suffolk,ALL,SEN with statements or EHC plans,Level 2,32.80632411
2022,577,East of England,E10000029,935,Suffolk,ALL,SEN without statements or EHC plans,Level 2,65.16464471
2022,6250,East of England,E10000029,935,Suffolk,Not eligible for FSM,ALL,Level 2,84.672
2022,766,East of England,E10000029,935,Suffolk,Eligible for FSM,ALL,Level 2,62.53263708
2022,2407,London,E09000002,301,Barking and Dagenham,ALL,ALL,Level 2,82.34316577
2022,2128,London,E09000002,301,Barking and Dagenham,ALL,No SEN,Level 2,86.98308271
2022,72,London,E09000002,301,Barking and Dagenham,ALL,SEN with statements or EHC plans,Level 2,18.05555556
2022,207,London,E09000002,301,Barking and Dagenham,ALL,SEN without statements or EHC plans,Level 2,57.00483092
2022,1994,London,E09000002,301,Barking and Dagenham,Not eligible for FSM,ALL,Level 2,84.40320963
2022,413,London,E09000002,301,Barking and Dagenham,Eligible for FSM,ALL,Level 2,72.39709443
2022,3883,London,E09000003,302,Barnet,ALL,ALL,Level 2,90.93484419
2022,3381,London,E09000003,302,Barnet,ALL,No SEN,Level 2,94.64655427
2022,124,London,E09000003,302,Barnet,ALL,SEN with statements or EHC plans,Level 2,42.74193548
2022,378,London,E09000003,302,Barnet,ALL,SEN without statements or EHC plans,Level 2,73.54497354
2022,3399,London,E09000003,302,Barnet,Not eligible for FSM,ALL,Level 2,92.5566343
2022,484,London,E09000003,302,Barnet,Eligible for FSM,ALL,Level 2,79.54545455
2022,3132,London,E09000004,303,Bexley,ALL,ALL,Level 2,82.50319285
2022,2658,London,E09000004,303,Bexley,ALL,No SEN,Level 2,86.45598194
2022,106,London,E09000004,303,Bexley,ALL,SEN with statements or EHC plans,Level 2,29.24528302
2022,368,London,E09000004,303,Bexley,ALL,SEN without statements or EHC plans,Level 2,69.29347826
2022,582,West Midlands,E10000031,937,Warwickshire,ALL,SEN without statements or EHC plans,Level 2,67.35395189
2022,5120,West Midlands,E10000031,937,Warwickshire,Not eligible for FSM,ALL,Level 2,86.77734375
2022,541,West Midlands,E10000031,937,Warwickshire,Eligible for FSM,ALL,Level 2,58.22550832
2022,5450,West Midlands,E10000034,885,Worcestershire,ALL,ALL,Level 2,81.50458716
2022,4738,West Midlands,E10000034,885,Worcestershire,ALL,No SEN,Level 2,86.36555509
2022,204,West Midlands,E10000034,885,Worcestershire,ALL,SEN with statements or EHC plans,Level 2,24.01960784
2022,508,West Midlands,E10000034,885,Worcestershire,ALL,SEN without statements or EHC plans,Level 2,59.2519685
2022,4928,West Midlands,E10000034,885,Worcestershire,Not eligible for FSM,ALL,Level 2,84.45616883
2022,522,West Midlands,E10000034,885,Worcestershire,Eligible for FSM,ALL,Level 2,53.63984674
2022,2318,Yorkshire and the Humber,E06000010,810,"Kingston Upon Hull, City of",ALL,ALL,Level 2,75.62553926
2022,1889,Yorkshire and the Humber,E06000010,810,"Kingston Upon Hull, City of",ALL,No SEN,Level 2,82.10693489
2022,95,Yorkshire and the Humber,E06000010,810,"Kingston Upon Hull, City of",ALL,SEN with statements or EHC plans,Level 2,17.89473684
2022,334,Yorkshire and the Humber,E06000010,810,"Kingston Upon Hull, City of",ALL,SEN without statements or EHC plans,Level 2,55.38922156
2022,1844,Yorkshire and the Humber,E06000010,810,"Kingston Upon Hull, City of",Not eligible for FSM,ALL,Level 2,78.95878525
2022,474,Yorkshire and the Humber,E06000010,810,"Kingston Upon Hull, City of",Eligible for FSM,ALL,Level 2,62.65822785
2022,3105,Yorkshire and the Humber,E06000011,811,East Riding of Yorkshire,ALL,ALL,Level 2,83.89694042
2022,2719,Yorkshire and the Humber,E06000011,811,East Riding of Yorkshire,ALL,No SEN,Level 2,87.45862449
2022,80,Yorkshire and the Humber,E06000011,811,East Riding of Yorkshire,ALL,SEN with statements or EHC plans,Level 2,51.25
2022,306,Yorkshire and the Humber,E06000011,811,East Riding of Yorkshire,ALL,SEN without statements or EHC plans,Level 2,60.78431373
2022,2755,Yorkshire and the Humber,E06000011,811,East Riding of Yorkshire,Not eligible for FSM,ALL,Level 2,86.17059891
2022,350,Yorkshire and the Humber,E06000011,811,East Riding of Yorkshire,Eligible for FSM,ALL,Level 2,66
2022,1384,Yorkshire and the Humber,E06000012,812,North East Lincolnshire,ALL,ALL,Level 2,82.94797688
2022,1221,Yorkshire and the Humber,E06000012,812,North East Lincolnshire,ALL,No SEN,Level 2,87.05978706
2022,37,Yorkshire and the Humber,E06000012,812,North East Lincolnshire,ALL,SEN with statements or EHC plans,Level 2,29.72972973
2022,126,Yorkshire and the Humber,E06000012,812,North East Lincolnshire,ALL,SEN without statements or EHC plans,Level 2,58.73015873
2022,1194,Yorkshire and the Humber,E06000012,812,North East Lincolnshire,Not eligible for FSM,ALL,Level 2,85.25963149
2022,190,Yorkshire and the Humber,E06000012,812,North East Lincolnshire,Eligible for FSM,ALL,Level 2,68.42105263
2022,1653,Yorkshire and the Humber,E06000013,813,North Lincolnshire,ALL,ALL,Level 2,77.79794313
2022,1373,Yorkshire and the Humber,E06000013,813,North Lincolnshire,ALL,No SEN,Level 2,83.90386016
2022,54,Yorkshire and the Humber,E06000013,813,North Lincolnshire,ALL,SEN with statements or EHC plans,Level 2,18.51851852
2022,226,Yorkshire and the Humber,E06000013,813,North Lincolnshire,ALL,SEN without statements or EHC plans,Level 2,54.86725664
2022,1414,Yorkshire and the Humber,E06000013,813,North Lincolnshire,Not eligible for FSM,ALL,Level 2,81.11739745
2022,239,Yorkshire and the Humber,E06000013,813,North Lincolnshire,Eligible for FSM,ALL,Level 2,58.15899582
2022,1707,Yorkshire and the Humber,E06000014,816,York,ALL,ALL,Level 2,85.41300527
2022,1546,Yorkshire and the Humber,E06000014,816,York,ALL,No SEN,Level 2,88.80983182
2022,49,Yorkshire and the Humber,E06000014,816,York,ALL,SEN with statements or EHC plans,Level 2,28.57142857
2022,112,Yorkshire and the Humber,E06000014,816,York,ALL,SEN without statements or EHC plans,Level 2,63.39285714
2022,1592,Yorkshire and the Humber,E06000014,816,York,Not eligible for FSM,ALL,Level 2,86.68341709
2022,2063,North West,E06000007,877,Warrington,ALL,No SEN,Level 2,88.07561803
2022,108,North West,E06000007,877,Warrington,ALL,SEN with statements or EHC plans,Level 2,35.18518519
2022,149,North West,E06000007,877,Warrington,ALL,SEN without statements or EHC plans,Level 2,72.48322148
2022,2062,North West,E06000007,877,Warrington,Not eligible for FSM,ALL,Level 2,87.39088264
2022,258,North West,E06000007,877,Warrington,Eligible for FSM,ALL,Level 2,62.40310078
2022,1878,North West,E06000008,889,Blackburn with Darwen,ALL,ALL,Level 2,82.85410011
2022,1607,North West,E06000008,889,Blackburn with Darwen,ALL,No SEN,Level 2,87.49222153
2022,41,North West,E06000008,889,Blackburn with Darwen,ALL,SEN with statements or EHC plans,Level 2,19.51219512
2022,230,North West,E06000008,889,Blackburn with Darwen,ALL,SEN without statements or EHC plans,Level 2,61.73913043
2022,1580,North West,E06000008,889,Blackburn with Darwen,Not eligible for FSM,ALL,Level 2,85.50632911
2022,298,North West,E06000008,889,Blackburn with Darwen,Eligible for FSM,ALL,Level 2,68.79194631
2022,1157,North West,E06000009,890,Blackpool,ALL,ALL,Level 2,69.40363008
2022,937,North West,E06000009,890,Blackpool,ALL,No SEN,Level 2,76.09391676
2022,45,North West,E06000009,890,Blackpool,ALL,SEN with statements or EHC plans,Level 2,8.888888889
2022,175,North West,E06000009,890,Blackpool,ALL,SEN without statements or EHC plans,Level 2,49.14285714
2022,880,North West,E06000009,890,Blackpool,Not eligible for FSM,ALL,Level 2,76.25
2022,277,North West,E06000009,890,Blackpool,Eligible for FSM,ALL,Level 2,47.6534296
2022,3748,North West,E06000049,895,Cheshire East,ALL,ALL,Level 2,87.54002134
2022,3453,North West,E06000049,895,Cheshire East,ALL,No SEN,Level 2,90.18245004
2022,122,North West,E06000049,895,Cheshire East,ALL,SEN with statements or EHC plans,Level 2,47.54098361
2022,173,North West,E06000049,895,Cheshire East,ALL,SEN without statements or EHC plans,Level 2,63.00578035
2022,3404,North West,E06000049,895,Cheshire East,Not eligible for FSM,ALL,Level 2,89.65922444
2022,344,North West,E06000049,895,Cheshire East,Eligible for FSM,ALL,Level 2,66.56976744
2022,3474,North West,E06000050,896,Cheshire West and Chester,ALL,ALL,Level 2,85.43465746
2022,2917,North West,E06000050,896,Cheshire West and Chester,ALL,No SEN,Level 2,90.12684265
2022,152,North West,E06000050,896,Cheshire West and Chester,ALL,SEN with statements or EHC plans,Level 2,30.92105263
2022,405,North West,E06000050,896,Cheshire West and Chester,ALL,SEN without statements or EHC plans,Level 2,72.09876543
2022,3035,North West,E06000050,896,Cheshire West and Chester,Not eligible for FSM,ALL,Level 2,88.73146623
2022,439,North West,E06000050,896,Cheshire West and Chester,Eligible for FSM,ALL,Level 2,62.64236902
2022,3376,North West,E08000001,350,Bolton,ALL,ALL,Level 2,79.53199052
2022,2955,North West,E08000001,350,Bolton,ALL,No SEN,Level 2,83.35025381
2022,126,North West,E08000001,350,Bolton,ALL,SEN with statements or EHC plans,Level 2,24.6031746
2022,295,North West,E08000001,350,Bolton,ALL,SEN without statements or EHC plans,Level 2,64.74576271
2022,2777,North West,E08000001,350,Bolton,Not eligible for FSM,ALL,Level 2,82.57111991
2022,599,North West,E08000001,350,Bolton,Eligible for FSM,ALL,Level 2,65.44240401
2022,2151,North West,E08000002,351,Bury,ALL,ALL,Level 2,82.42677824
2022,1822,North West,E08000002,351,Bury,ALL,No SEN,Level 2,87.15697036
2022,103,North West,E08000002,351,Bury,ALL,SEN with statements or EHC plans,Level 2,44.66019417
2022,226,North West,E08000002,351,Bury,ALL,SEN without statements or EHC plans,Level 2,61.50442478
2022,1824,North West,E08000002,351,Bury,Not eligible for FSM,ALL,Level 2,85.36184211
2022,327,North West,E08000002,351,Bury,Eligible for FSM,ALL,Level 2,66.05504587
2022,5054,North West,E08000003,352,Manchester,ALL,ALL,Level 2,76.47407994
2022,4349,North West,E08000003,352,Manchester,ALL,No SEN,Level 2,82.38675558
2022,245,North West,E08000003,352,Manchester,ALL,SEN with statements or EHC plans,Level 2,20.40816327
2022,460,North West,E08000003,352,Manchester,ALL,SEN without statements or EHC plans,Level 2,50.43478261
2022,3688,North West,E08000003,352,Manchester,Not eligible for FSM,ALL,Level 2,80.77548807
2022,1366,North West,E08000003,352,Manchester,Eligible for FSM,ALL,Level 2,64.86090776
2022,3029,North West,E08000004,353,Oldham,ALL,ALL,Level 2,77.51733245
2022,2672,North West,E08000004,353,Oldham,ALL,No SEN,Level 2,81.3997006
2022,116,North West,E08000004,353,Oldham,ALL,SEN with statements or EHC plans,Level 2,26.72413793
2022,241,North West,E08000004,353,Oldham,ALL,SEN without statements or EHC plans,Level 2,58.92116183
2022,2418,North West,E08000004,353,Oldham,Not eligible for FSM,ALL,Level 2,80.10752688
2022,611,North West,E08000004,353,Oldham,Eligible for FSM,ALL,Level 2,67.26677578
2022,2378,North West,E08000005,354,Rochdale,ALL,ALL,Level 2,78.80571909
2022,2046,North West,E08000005,354,Rochdale,ALL,No SEN,Level 2,82.94232649
2022,111,North West,E08000005,354,Rochdale,ALL,SEN with statements or EHC plans,Level 2,32.43243243
2022,221,North West,E08000005,354,Rochdale,ALL,SEN without statements or EHC plans,Level 2,63.80090498
2022,1876,North West,E08000005,354,Rochdale,Not eligible for FSM,ALL,Level 2,82.62260128
2022,502,North West,E08000005,354,Rochdale,Eligible for FSM,ALL,Level 2,64.54183267
2022,2132,North West,E08000006,355,Salford,ALL,ALL,Level 2,72.56097561
2022,1730,North West,E08000006,355,Salford,ALL,No SEN,Level 2,79.01734104
2022,114,North West,E08000006,355,Salford,ALL,SEN with statements or EHC plans,Level 2,22.80701754
2022,288,North West,E08000006,355,Salford,ALL,SEN without statements or EHC plans,Level 2,53.47222222
2022,1648,North West,E08000006,355,Salford,Not eligible for FSM,ALL,Level 2,77.42718447
2022,484,North West,E08000006,355,Salford,Eligible for FSM,ALL,Level 2,55.99173554
2022,2687,North West,E08000007,356,Stockport,ALL,ALL,Level 2,80.12653517
2022,2341,North West,E08000007,356,Stockport,ALL,No SEN,Level 2,84.53652285
2022,144,North West,E08000007,356,Stockport,ALL,SEN with statements or EHC plans,Level 2,27.77777778
2022,202,North West,E08000007,356,Stockport,ALL,SEN without statements or EHC plans,Level 2,66.33663366
2022,2331,North West,E08000007,356,Stockport,Not eligible for FSM,ALL,Level 2,83.74088374
2022,356,North West,E08000007,356,Stockport,Eligible for FSM,ALL,Level 2,56.46067416
2022,2500,North West,E08000008,357,Tameside,ALL,ALL,Level 2,79.56
2022,2226,North West,E08000008,357,Tameside,ALL,No SEN,Level 2,82.61455526
2022,57,North West,E08000008,357,Tameside,ALL,SEN with statements or EHC plans,Level 2,28.07017544
2022,217,North West,E08000008,357,Tameside,ALL,SEN without statements or EHC plans,Level 2,61.75115207
2022,2043,North West,E08000008,357,Tameside,Not eligible for FSM,ALL,Level 2,83.30885952
2022,457,North West,E08000008,357,Tameside,Eligible for FSM,ALL,Level 2,62.80087527
2022,2945,North West,E08000009,358,Trafford,ALL,ALL,Level 2,87.97962649
2022,2547,North West,E08000009,358,Trafford,ALL,No SEN,Level 2,92.38319592
2022,116,North West,E08000009,358,Trafford,ALL,SEN with statements or EHC plans,Level 2,27.5862069
2022,282,North West,E08000009,358,Trafford,ALL,SEN without statements or EHC plans,Level 2,73.04964539
2022,2649,North West,E08000009,358,Trafford,Not eligible for FSM,ALL,Level 2,90.52472631
2022,296,North West,E08000009,358,Trafford,Eligible for FSM,ALL,Level 2,65.2027027
2022,3360,North West,E08000010,359,Wigan,ALL,ALL,Level 2,81.36904762
2022,2905,North West,E08000010,359,Wigan,ALL,No SEN,Level 2,86.05851979
2022,105,North West,E08000010,359,Wigan,ALL,SEN with statements or EHC plans,Level 2,26.66666667
2022,350,North West,E08000010,359,Wigan,ALL,SEN without statements or EHC plans,Level 2,58.85714286
2022,2905,North West,E08000010,359,Wigan,Not eligible for FSM,ALL,Level 2,84.40619621
2022,455,North West,E08000010,359,Wigan,Eligible for FSM,ALL,Level 2,61.97802198
2022,999,North West,E08000011,340,Knowsley,ALL,ALL,Level 2,62.46246246
2022,813,North West,E08000011,340,Knowsley,ALL,No SEN,Level 2,69.49569496
2022,66,North West,E08000011,340,Knowsley,ALL,SEN with statements or EHC plans,Level 2,9.090909091
2022,120,North West,E08000011,340,Knowsley,ALL,SEN without statements or EHC plans,Level 2,44.16666667
2022,3486,Yorkshire and the Humber,E08000036,384,Wakefield,ALL,ALL,Level 2,76.36259323
2022,2997,Yorkshire and the Humber,E08000036,384,Wakefield,ALL,No SEN,Level 2,80.71404738
2022,123,Yorkshire and the Humber,E08000036,384,Wakefield,ALL,SEN with statements or EHC plans,Level 2,20.32520325
2022,366,Yorkshire and the Humber,E08000036,384,Wakefield,ALL,SEN without statements or EHC plans,Level 2,59.56284153
2022,2989,Yorkshire and the Humber,E08000036,384,Wakefield,Not eligible for FSM,ALL,Level 2,80.56206089
2022,497,Yorkshire and the Humber,E08000036,384,Wakefield,Eligible for FSM,ALL,Level 2,51.10663984
2022,6155,Yorkshire and the Humber,E10000023,815,North Yorkshire,ALL,ALL,Level 2,84.51665313
2022,5475,Yorkshire and the Humber,E10000023,815,North Yorkshire,ALL,No SEN,Level 2,88.21917808
2022,181,Yorkshire and the Humber,E10000023,815,North Yorkshire,ALL,SEN with statements or EHC plans,Level 2,32.59668508
2022,499,Yorkshire and the Humber,E10000023,815,North Yorkshire,ALL,SEN without statements or EHC plans,Level 2,62.7254509
2022,5644,Yorkshire and the Humber,E10000023,815,North Yorkshire,Not eligible for FSM,ALL,Level 2,86.18001417
2022,511,Yorkshire and the Humber,E10000023,815,North Yorkshire,Eligible for FSM,ALL,Level 2,66.14481409
2022,115,Yorkshire and the Humber,E06000014,816,York,Eligible for FSM,ALL,Level 2,67.82608696
2022,2110,Yorkshire and the Humber,E08000016,370,Barnsley,ALL,ALL,Level 2,75.35545024
2022,1836,Yorkshire and the Humber,E08000016,370,Barnsley,ALL,No SEN,Level 2,80.2832244
2022,94,Yorkshire and the Humber,E08000016,370,Barnsley,ALL,SEN with statements or EHC plans,Level 2,26.59574468
2022,180,Yorkshire and the Humber,E08000016,370,Barnsley,ALL,SEN without statements or EHC plans,Level 2,50.55555556
2022,1741,Yorkshire and the Humber,E08000016,370,Barnsley,Not eligible for FSM,ALL,Level 2,79.03503733
2022,369,Yorkshire and the Humber,E08000016,370,Barnsley,Eligible for FSM,ALL,Level 2,57.99457995
2022,3019,Yorkshire and the Humber,E08000017,371,Doncaster,ALL,ALL,Level 2,76.4822789
2022,2660,Yorkshire and the Humber,E08000017,371,Doncaster,ALL,No SEN,Level 2,80.52631579
2022,99,Yorkshire and the Humber,E08000017,371,Doncaster,ALL,SEN with statements or EHC plans,Level 2,36.36363636
2022,260,Yorkshire and the Humber,E08000017,371,Doncaster,ALL,SEN without statements or EHC plans,Level 2,50.38461538
2022,2560,Yorkshire and the Humber,E08000017,371,Doncaster,Not eligible for FSM,ALL,Level 2,79.765625
2022,459,Yorkshire and the Humber,E08000017,371,Doncaster,Eligible for FSM,ALL,Level 2,58.16993464
2022,3167,Yorkshire and the Humber,E08000018,372,Rotherham,ALL,ALL,Level 2,74.70792548
2022,2642,Yorkshire and the Humber,E08000018,372,Rotherham,ALL,No SEN,Level 2,80.58289175
2022,121,Yorkshire and the Humber,E08000018,372,Rotherham,ALL,SEN with statements or EHC plans,Level 2,25.61983471
2022,404,Yorkshire and the Humber,E08000018,372,Rotherham,ALL,SEN without statements or EHC plans,Level 2,50.99009901
2022,2684,Yorkshire and the Humber,E08000018,372,Rotherham,Not eligible for FSM,ALL,Level 2,78.27868852
2022,483,Yorkshire and the Humber,E08000018,372,Rotherham,Eligible for FSM,ALL,Level 2,54.86542443
2022,5278,Yorkshire and the Humber,E08000019,373,Sheffield,ALL,ALL,Level 2,75.3884047
