cohort_19_in,number_in_ss_cohort,region,la_code_9,la_code_3,la_name,fsm,sen,category,value
2022,1566,London,E09000021,314,Kingston upon Thames,ALL,ALL,Level 2,90.03831418
2022,1417,London,E09000021,314,Kingston upon Thames,ALL,No SEN,Level 2,93.36626676
2022,59,London,E09000021,314,Kingston upon Thames,ALL,SEN with statements or EHC plans,Level 2,40.6779661
2022,90,London,E09000021,314,Kingston upon Thames,ALL,SEN without statements or EHC plans,Level 2,70
2022,1457,London,E09000021,314,Kingston upon Thames,Not eligible for FSM,ALL,Level 2,91.8325326
2022,109,London,E09000021,314,Kingston upon Thames,Eligible for FSM,ALL,Level 2,66.05504587
2022,2234,London,E09000022,208,Lambeth,ALL,ALL,Level 2,81.5129812
2022,1840,London,E09000022,208,Lambeth,ALL,No SEN,Level 2,86.63043478
2022,123,London,E09000022,208,Lambeth,ALL,SEN with statements or EHC plans,Level 2,32.5203252
2022,271,London,E09000022,208,Lambeth,ALL,SEN without statements or EHC plans,Level 2,69.00369004
2022,1652,London,E09000022,208,Lambeth,Not eligible for FSM,ALL,Level 2,83.95883777
2022,582,London,E09000022,208,Lambeth,Eligible for FSM,ALL,Level 2,74.57044674
2022,2194,London,E09000023,209,Lewisham,ALL,ALL,Level 2,83.45487694
2022,1857,London,E09000023,209,Lewisham,ALL,No SEN,Level 2,87.56058158
2022,93,London,E09000023,209,Lewisham,ALL,SEN with statements or EHC plans,Level 2,27.95698925
2022,244,London,E09000023,209,Lewisham,ALL,SEN without statements or EHC plans,Level 2,73.36065574
2022,1722,London,E09000023,209,Lewisham,Not eligible for FSM,ALL,Level 2,86.75958188
2022,472,London,E09000023,209,Lewisham,Eligible for FSM,ALL,Level 2,71.39830508
2022,1476,London,E09000024,315,Merton,ALL,ALL,Level 2,87.33062331
2022,1209,London,E09000024,315,Merton,ALL,No SEN,Level 2,92.22497932
2022,80,London,E09000024,315,Merton,ALL,SEN with statements or EHC plans,Level 2,43.75
2022,187,London,E09000024,315,Merton,ALL,SEN without statements or EHC plans,Level 2,74.3315508
2022,1227,London,E09000024,315,Merton,Not eligible for FSM,ALL,Level 2,89.81255094
2022,249,London,E09000024,315,Merton,Eligible for FSM,ALL,Level 2,75.10040161
2022,3992,London,E09000025,316,Newham,ALL,ALL,Level 2,87.4749499
2022,3458,London,E09000025,316,Newham,ALL,No SEN,Level 2,91.38230191
2022,51,London,E09000025,316,Newham,ALL,SEN with statements or EHC plans,Level 2,17.64705882
2022,483,London,E09000025,316,Newham,ALL,SEN without statements or EHC plans,Level 2,66.873706
2022,3154,London,E09000025,316,Newham,Not eligible for FSM,ALL,Level 2,89.09321497
2022,838,London,E09000025,316,Newham,Eligible for FSM,ALL,Level 2,81.38424821
2022,3750,London,E09000026,317,Redbridge,ALL,ALL,Level 2,89.09333333
2022,3256,London,E09000026,317,Redbridge,ALL,No SEN,Level 2,91.92260442
2022,117,London,E09000026,317,Redbridge,ALL,SEN with statements or EHC plans,Level 2,42.73504274
2022,377,London,E09000026,317,Redbridge,ALL,SEN without statements or EHC plans,Level 2,79.04509284
2022,3196,London,E09000026,317,Redbridge,Not eligible for FSM,ALL,Level 2,90.48811014
2022,554,London,E09000026,317,Redbridge,Eligible for FSM,ALL,Level 2,81.04693141
2022,1599,London,E09000027,318,Richmond upon Thames,ALL,ALL,Level 2,86.92933083
2022,1312,London,E09000027,318,Richmond upon Thames,ALL,No SEN,Level 2,92.83536585
2022,97,London,E09000027,318,Richmond upon Thames,ALL,SEN with statements or EHC plans,Level 2,44.32989691
2022,190,London,E09000027,318,Richmond upon Thames,ALL,SEN without statements or EHC plans,Level 2,67.89473684
2022,1416,London,E09000027,318,Richmond upon Thames,Not eligible for FSM,ALL,Level 2,89.47740113
2022,183,London,E09000027,318,Richmond upon Thames,Eligible for FSM,ALL,Level 2,67.21311475
2022,2542,London,E09000028,210,Southwark,ALL,ALL,Level 2,86.15263572
2022,2043,London,E09000028,210,Southwark,ALL,No SEN,Level 2,90.69995105
2022,91,London,E09000028,210,Southwark,ALL,SEN with statements or EHC plans,Level 2,35.16483516
2022,408,London,E09000028,210,Southwark,ALL,SEN without statements or EHC plans,Level 2,74.75490196
2022,1818,London,E09000028,210,Southwark,Not eligible for FSM,ALL,Level 2,88.94389439
2022,724,London,E09000028,210,Southwark,Eligible for FSM,ALL,Level 2,79.14364641
2022,2806,London,E09000029,319,Sutton,ALL,ALL,Level 2,91.37562366
2022,2456,London,E09000029,319,Sutton,ALL,No SEN,Level 2,94.95114007
2022,107,London,E09000029,319,Sutton,ALL,SEN with statements or EHC plans,Level 2,45.79439252
2022,243,London,E09000029,319,Sutton,ALL,SEN without statements or EHC plans,Level 2,75.30864198
2022,2517,London,E09000029,319,Sutton,Not eligible for FSM,ALL,Level 2,93.00754867
2022,289,London,E09000029,319,Sutton,Eligible for FSM,ALL,Level 2,77.16262976
2022,2801,London,E09000030,211,Tower Hamlets,ALL,ALL,Level 2,86.71902892
2022,2252,London,E09000030,211,Tower Hamlets,ALL,No SEN,Level 2,92.85079929
2022,150,London,E09000030,211,Tower Hamlets,ALL,SEN with statements or EHC plans,Level 2,32
2022,399,London,E09000030,211,Tower Hamlets,ALL,SEN without statements or EHC plans,Level 2,72.68170426
2022,1649,London,E09000030,211,Tower Hamlets,Not eligible for FSM,ALL,Level 2,89.0236507
2022,1152,London,E09000030,211,Tower Hamlets,Eligible for FSM,ALL,Level 2,83.42013889
2022,2625,London,E09000031,320,Waltham Forest,ALL,ALL,Level 2,85.75238095
2022,2110,London,E09000031,320,Waltham Forest,ALL,No SEN,Level 2,91.7535545
2022,126,London,E09000031,320,Waltham Forest,ALL,SEN with statements or EHC plans,Level 2,19.04761905
2022,389,London,E09000031,320,Waltham Forest,ALL,SEN without statements or EHC plans,Level 2,74.80719794
2022,2153,London,E09000031,320,Waltham Forest,Not eligible for FSM,ALL,Level 2,87.64514631
2022,472,London,E09000031,320,Waltham Forest,Eligible for FSM,ALL,Level 2,77.11864407
2022,1838,London,E09000032,212,Wandsworth,ALL,ALL,Level 2,83.46028292
2022,1396,London,E09000032,212,Wandsworth,ALL,No SEN,Level 2,91.18911175
2022,161,London,E09000032,212,Wandsworth,ALL,SEN with statements or EHC plans,Level 2,30.43478261
2022,281,London,E09000032,212,Wandsworth,ALL,SEN without statements or EHC plans,Level 2,75.44483986
2022,1526,London,E09000032,212,Wandsworth,Not eligible for FSM,ALL,Level 2,86.23853211
2022,312,London,E09000032,212,Wandsworth,Eligible for FSM,ALL,Level 2,69.87179487
2022,1660,London,E09000033,213,Westminster,ALL,ALL,Level 2,89.57831325
2022,1329,London,E09000033,213,Westminster,ALL,No SEN,Level 2,93.37848006
2022,65,London,E09000033,213,Westminster,ALL,SEN with statements or EHC plans,Level 2,50.76923077
2022,266,London,E09000033,213,Westminster,ALL,SEN without statements or EHC plans,Level 2,80.07518797
2022,1222,London,E09000033,213,Westminster,Not eligible for FSM,ALL,Level 2,90.50736498
2022,438,London,E09000033,213,Westminster,Eligible for FSM,ALL,Level 2,86.98630137
2022,1002,North East,E06000001,805,Hartlepool,ALL,ALL,Level 2,77.54491018
2022,853,North East,E06000001,805,Hartlepool,ALL,No SEN,Level 2,81.7116061
2022,33,North East,E06000001,805,Hartlepool,ALL,SEN with statements or EHC plans,Level 2,30.3030303
2022,116,North East,E06000001,805,Hartlepool,ALL,SEN without statements or EHC plans,Level 2,60.34482759
2022,734,North East,E06000001,805,Hartlepool,Not eligible for FSM,ALL,Level 2,83.65122616
2022,268,North East,E06000001,805,Hartlepool,Eligible for FSM,ALL,Level 2,60.82089552
2022,1367,North East,E06000002,806,Middlesbrough,ALL,ALL,Level 2,71.3240673
2022,1045,North East,E06000002,806,Middlesbrough,ALL,No SEN,Level 2,78.75598086
2022,76,North East,E06000002,806,Middlesbrough,ALL,SEN with statements or EHC plans,Level 2,21.05263158
2022,246,North East,E06000002,806,Middlesbrough,ALL,SEN without statements or EHC plans,Level 2,55.28455285
2022,1015,North East,E06000002,806,Middlesbrough,Not eligible for FSM,ALL,Level 2,77.33990148
2022,352,North East,E06000002,806,Middlesbrough,Eligible for FSM,ALL,Level 2,53.97727273
2022,1547,North East,E06000003,807,Redcar and Cleveland,ALL,ALL,Level 2,80.15513898
2022,1300,North East,E06000003,807,Redcar and Cleveland,ALL,No SEN,Level 2,85.53846154
2022,74,North East,E06000003,807,Redcar and Cleveland,ALL,SEN with statements or EHC plans,Level 2,29.72972973
2022,173,North East,E06000003,807,Redcar and Cleveland,ALL,SEN without statements or EHC plans,Level 2,61.2716763
2022,1295,North East,E06000003,807,Redcar and Cleveland,Not eligible for FSM,ALL,Level 2,84.01544402
2022,252,North East,E06000003,807,Redcar and Cleveland,Eligible for FSM,ALL,Level 2,60.31746032
2022,2022,North East,E06000004,808,Stockton-on-Tees,ALL,ALL,Level 2,82.09693373
2022,1714,North East,E06000004,808,Stockton-on-Tees,ALL,No SEN,Level 2,87.10618436
2022,80,North East,E06000004,808,Stockton-on-Tees,ALL,SEN with statements or EHC plans,Level 2,25
2022,228,North East,E06000004,808,Stockton-on-Tees,ALL,SEN without statements or EHC plans,Level 2,64.47368421
2022,1694,North East,E06000004,808,Stockton-on-Tees,Not eligible for FSM,ALL,Level 2,86.0094451
2022,328,North East,E06000004,808,Stockton-on-Tees,Eligible for FSM,ALL,Level 2,61.8902439
2022,1158,North East,E06000005,841,Darlington,ALL,ALL,Level 2,81.77892919
2022,1000,North East,E06000005,841,Darlington,ALL,No SEN,Level 2,85.9
2022,35,North East,E06000005,841,Darlington,ALL,SEN with statements or EHC plans,Level 2,25.71428571
2022,123,North East,E06000005,841,Darlington,ALL,SEN without statements or EHC plans,Level 2,64.22764228
2022,953,North East,E06000005,841,Darlington,Not eligible for FSM,ALL,Level 2,86.25393494
2022,205,North East,E06000005,841,Darlington,Eligible for FSM,ALL,Level 2,60.97560976
2022,4765,North East,E06000047,840,County Durham,ALL,ALL,Level 2,79.34942288
2022,4177,North East,E06000047,840,County Durham,ALL,No SEN,Level 2,84.12736414
2022,207,North East,E06000047,840,County Durham,ALL,SEN with statements or EHC plans,Level 2,18.84057971
2022,381,North East,E06000047,840,County Durham,ALL,SEN without statements or EHC plans,Level 2,59.84251969
2022,3879,North East,E06000047,840,County Durham,Not eligible for FSM,ALL,Level 2,83.16576437
2022,886,North East,E06000047,840,County Durham,Eligible for FSM,ALL,Level 2,62.64108352
2022,3021,North East,E06000057,929,Northumberland,ALL,ALL,Level 2,80.99966898
2022,2655,North East,E06000057,929,Northumberland,ALL,No SEN,Level 2,85.42372881
2022,148,North East,E06000057,929,Northumberland,ALL,SEN with statements or EHC plans,Level 2,35.81081081
2022,218,North East,E06000057,929,Northumberland,ALL,SEN without statements or EHC plans,Level 2,57.79816514
2022,2638,North East,E06000057,929,Northumberland,Not eligible for FSM,ALL,Level 2,84.49583017
2022,383,North East,E06000057,929,Northumberland,Eligible for FSM,ALL,Level 2,56.91906005
2022,2490,North East,E08000021,391,Newcastle upon Tyne,ALL,ALL,Level 2,70.32128514
2022,2102,North East,E08000021,391,Newcastle upon Tyne,ALL,No SEN,Level 2,76.21313035
2022,101,North East,E08000021,391,Newcastle upon Tyne,ALL,SEN with statements or EHC plans,Level 2,12.87128713
2022,101,South East,E06000040,868,Windsor and Maidenhead,Eligible for FSM,ALL,Level 2,69.30693069
2022,1766,South East,E06000041,872,Wokingham,ALL,ALL,Level 2,85.27746319
2022,1556,South East,E06000041,872,Wokingham,ALL,No SEN,Level 2,89.52442159
2022,78,South East,E06000041,872,Wokingham,ALL,SEN with statements or EHC plans,Level 2,26.92307692
2022,132,South East,E06000041,872,Wokingham,ALL,SEN without statements or EHC plans,Level 2,69.6969697
2022,1657,South East,E06000041,872,Wokingham,Not eligible for FSM,ALL,Level 2,87.68859384
2022,109,South East,E06000041,872,Wokingham,Eligible for FSM,ALL,Level 2,48.62385321
2022,78,South East,E06000045,852,Southampton,ALL,SEN with statements or EHC plans,Level 2,14.1025641
2022,247,South East,E06000045,852,Southampton,ALL,SEN without statements or EHC plans,Level 2,56.68016194
2022,1598,South East,E06000045,852,Southampton,Not eligible for FSM,ALL,Level 2,79.78723404
2022,396,South East,E06000045,852,Southampton,Eligible for FSM,ALL,Level 2,55.3030303
2022,1180,South East,E06000046,921,Isle of Wight,ALL,ALL,Level 2,74.23728814
2022,952,South East,E06000046,921,Isle of Wight,ALL,No SEN,Level 2,82.14285714
2022,64,South East,E06000046,921,Isle of Wight,ALL,SEN with statements or EHC plans,Level 2,17.1875
2022,164,South East,E06000046,921,Isle of Wight,ALL,SEN without statements or EHC plans,Level 2,50.6097561
2022,1038,South East,E06000046,921,Isle of Wight,Not eligible for FSM,ALL,Level 2,77.16763006
2022,142,South East,E06000046,921,Isle of Wight,Eligible for FSM,ALL,Level 2,52.81690141
2022,5806,South East,E06000060,825,Buckinghamshire,ALL,ALL,Level 2,88.18463658
2022,5051,South East,E06000060,825,Buckinghamshire,ALL,No SEN,Level 2,92.0213819
2022,231,South East,E06000060,825,Buckinghamshire,ALL,SEN with statements or EHC plans,Level 2,36.36363636
2022,524,South East,E06000060,825,Buckinghamshire,ALL,SEN without statements or EHC plans,Level 2,74.04580153
2022,5467,South East,E06000060,825,Buckinghamshire,Not eligible for FSM,ALL,Level 2,89.64697275
2022,339,South East,E06000060,825,Buckinghamshire,Eligible for FSM,ALL,Level 2,64.60176991
2022,4801,South East,E10000011,845,East Sussex,ALL,ALL,Level 2,80.39991668
2022,4211,South East,E10000011,845,East Sussex,ALL,No SEN,Level 2,84.84920446
2022,249,South East,E10000011,845,East Sussex,ALL,SEN with statements or EHC plans,Level 2,34.93975904
2022,341,South East,E10000011,845,East Sussex,ALL,SEN without statements or EHC plans,Level 2,58.65102639
2022,4194,South East,E10000011,845,East Sussex,Not eligible for FSM,ALL,Level 2,83.11874106
2022,607,South East,E10000011,845,East Sussex,Eligible for FSM,ALL,Level 2,61.61449753
2022,12880,South East,E10000014,850,Hampshire,ALL,ALL,Level 2,83.17546584
2022,11253,South East,E10000014,850,Hampshire,ALL,No SEN,Level 2,87.53221363
2022,470,South East,E10000014,850,Hampshire,ALL,SEN with statements or EHC plans,Level 2,29.14893617
2022,1157,South East,E10000014,850,Hampshire,ALL,SEN without statements or EHC plans,Level 2,62.74848747
2022,11713,South East,E10000014,850,Hampshire,Not eligible for FSM,ALL,Level 2,85.91308802
2022,1167,South East,E10000014,850,Hampshire,Eligible for FSM,ALL,Level 2,55.69837189
2022,15913,South East,E10000016,886,Kent,ALL,ALL,Level 2,80.4248099
2022,13939,South East,E10000016,886,Kent,ALL,No SEN,Level 2,84.64739221
2022,645,South East,E10000016,886,Kent,ALL,SEN with statements or EHC plans,Level 2,27.44186047
2022,1329,South East,E10000016,886,Kent,ALL,SEN without statements or EHC plans,Level 2,61.8510158
2022,14093,South East,E10000016,886,Kent,Not eligible for FSM,ALL,Level 2,83.58759668
2022,1820,South East,E10000016,886,Kent,Eligible for FSM,ALL,Level 2,55.93406593
2022,6197,South East,E10000025,931,Oxfordshire,ALL,ALL,Level 2,81.21671777
2022,5193,South East,E10000025,931,Oxfordshire,ALL,No SEN,Level 2,87.17504333
2022,222,South East,E10000025,931,Oxfordshire,ALL,SEN with statements or EHC plans,Level 2,31.98198198
2022,782,South East,E10000025,931,Oxfordshire,ALL,SEN without statements or EHC plans,Level 2,55.62659847
2022,5742,South East,E10000025,931,Oxfordshire,Not eligible for FSM,ALL,Level 2,83.22884013
2022,455,South East,E10000025,931,Oxfordshire,Eligible for FSM,ALL,Level 2,55.82417582
2022,10476,South East,E10000030,936,Surrey,ALL,ALL,Level 2,85.50019091
2022,8962,South East,E10000030,936,Surrey,ALL,No SEN,Level 2,90.7833073
2022,492,South East,E10000030,936,Surrey,ALL,SEN with statements or EHC plans,Level 2,33.33333333
2022,1022,South East,E10000030,936,Surrey,ALL,SEN without statements or EHC plans,Level 2,64.28571429
2022,9717,South East,E10000030,936,Surrey,Not eligible for FSM,ALL,Level 2,87.48584954
2022,759,South East,E10000030,936,Surrey,Eligible for FSM,ALL,Level 2,60.07905138
2022,8044,South East,E10000032,938,West Sussex,ALL,ALL,Level 2,84.24912979
2022,6600,South East,E10000032,938,West Sussex,ALL,No SEN,Level 2,89.45454545
2022,295,South East,E10000032,938,West Sussex,ALL,SEN with statements or EHC plans,Level 2,32.54237288
2022,1149,South East,E10000032,938,West Sussex,ALL,SEN without statements or EHC plans,Level 2,67.62402089
2022,7454,South East,E10000032,938,West Sussex,Not eligible for FSM,ALL,Level 2,86.12825329
2022,590,South East,E10000032,938,West Sussex,Eligible for FSM,ALL,Level 2,60.50847458
2022,2144,South West,E06000022,800,Bath and North East Somerset,ALL,ALL,Level 2,83.30223881
2022,1888,South West,E06000022,800,Bath and North East Somerset,ALL,No SEN,Level 2,87.76483051
2022,72,South West,E06000022,800,Bath and North East Somerset,ALL,SEN with statements or EHC plans,Level 2,26.38888889
2022,184,South West,E06000022,800,Bath and North East Somerset,ALL,SEN without statements or EHC plans,Level 2,59.7826087
2022,1951,South West,E06000022,800,Bath and North East Somerset,Not eligible for FSM,ALL,Level 2,85.69964121
2022,193,South West,E06000022,800,Bath and North East Somerset,Eligible for FSM,ALL,Level 2,59.06735751
2022,3395,South West,E06000023,801,"Bristol, City of",ALL,ALL,Level 2,78.61561119
2022,2825,South West,E06000023,801,"Bristol, City of",ALL,No SEN,Level 2,83.89380531
2022,158,South West,E06000023,801,"Bristol, City of",ALL,SEN with statements or EHC plans,Level 2,21.51898734
2022,412,South West,E06000023,801,"Bristol, City of",ALL,SEN without statements or EHC plans,Level 2,64.32038835
2022,2747,South West,E06000023,801,"Bristol, City of",Not eligible for FSM,ALL,Level 2,83.29086276
2022,648,South West,E06000023,801,"Bristol, City of",Eligible for FSM,ALL,Level 2,58.7962963
2022,2124,South West,E06000024,802,North Somerset,ALL,ALL,Level 2,84.83992467
2022,1822,South West,E06000024,802,North Somerset,ALL,No SEN,Level 2,89.57189901
2022,37,South West,E06000024,802,North Somerset,ALL,SEN with statements or EHC plans,Level 2,21.62162162
2022,265,South West,E06000024,802,North Somerset,ALL,SEN without statements or EHC plans,Level 2,61.13207547
2022,1918,South West,E06000024,802,North Somerset,Not eligible for FSM,ALL,Level 2,87.79979145
2022,206,South West,E06000024,802,North Somerset,Eligible for FSM,ALL,Level 2,57.2815534
2022,2577,South West,E06000025,803,South Gloucestershire,ALL,ALL,Level 2,80.13193636
2022,2243,South West,E06000025,803,South Gloucestershire,ALL,No SEN,Level 2,84.70798038
2022,98,South West,E06000025,803,South Gloucestershire,ALL,SEN with statements or EHC plans,Level 2,36.73469388
2022,236,South West,E06000025,803,South Gloucestershire,ALL,SEN without statements or EHC plans,Level 2,54.66101695
2022,2350,South West,E06000025,803,South Gloucestershire,Not eligible for FSM,ALL,Level 2,82.80851064
2022,227,South West,E06000025,803,South Gloucestershire,Eligible for FSM,ALL,Level 2,52.42290749
2022,2565,South West,E06000026,879,Plymouth,ALL,ALL,Level 2,79.25925926
2022,2125,South West,E06000026,879,Plymouth,ALL,No SEN,Level 2,83.71764706
2022,140,South West,E06000026,879,Plymouth,ALL,SEN with statements or EHC plans,Level 2,37.14285714
2022,300,South West,E06000026,879,Plymouth,ALL,SEN without statements or EHC plans,Level 2,67.33333333
2022,2186,South West,E06000026,879,Plymouth,Not eligible for FSM,ALL,Level 2,83.21134492
2022,379,South West,E06000026,879,Plymouth,Eligible for FSM,ALL,Level 2,56.46437995
2022,1385,South West,E06000027,880,Torbay,ALL,ALL,Level 2,77.47292419
2022,1099,South West,E06000027,880,Torbay,ALL,No SEN,Level 2,85.6232939
2022,117,South West,E06000027,880,Torbay,ALL,SEN with statements or EHC plans,Level 2,23.07692308
2022,169,South West,E06000027,880,Torbay,ALL,SEN without statements or EHC plans,Level 2,62.13017751
2022,1202,South West,E06000027,880,Torbay,Not eligible for FSM,ALL,Level 2,81.03161398
2022,183,South West,E06000027,880,Torbay,Eligible for FSM,ALL,Level 2,54.09836066
2022,2879,East Midlands,E06000015,831,Derby,ALL,ALL,Level 2,70.19798541
2022,2366,East Midlands,E06000015,831,Derby,ALL,No SEN,Level 2,77.34573119
2022,135,East Midlands,E06000015,831,Derby,ALL,SEN with statements or EHC plans,Level 2,14.81481481
2022,378,East Midlands,E06000015,831,Derby,ALL,SEN without statements or EHC plans,Level 2,45.23809524
2022,2419,East Midlands,E06000015,831,Derby,Not eligible for FSM,ALL,Level 2,74.32823481
2022,460,East Midlands,E06000015,831,Derby,Eligible for FSM,ALL,Level 2,48.47826087
2022,3682,East Midlands,E06000016,856,Leicester,ALL,ALL,Level 2,77.67517653
2022,3189,East Midlands,E06000016,856,Leicester,ALL,No SEN,Level 2,83.0667921
2022,142,East Midlands,E06000016,856,Leicester,ALL,SEN with statements or EHC plans,Level 2,14.78873239
2022,351,East Midlands,E06000016,856,Leicester,ALL,SEN without statements or EHC plans,Level 2,54.13105413
2022,3069,East Midlands,E06000016,856,Leicester,Not eligible for FSM,ALL,Level 2,80.87324862
2022,613,East Midlands,E06000016,856,Leicester,Eligible for FSM,ALL,Level 2,61.6639478
2022,506,East Midlands,E06000017,857,Rutland,ALL,ALL,Level 2,92.29249012
2022,426,East Midlands,E06000017,857,Rutland,ALL,No SEN,Level 2,93.66197183
2022,12,East Midlands,E06000017,857,Rutland,ALL,SEN with statements or EHC plans,Level 2,58.33333333
2022,68,East Midlands,E06000017,857,Rutland,ALL,SEN without statements or EHC plans,Level 2,89.70588235
2022,491,East Midlands,E06000017,857,Rutland,Not eligible for FSM,ALL,Level 2,92.46435845
2022,15,East Midlands,E06000017,857,Rutland,Eligible for FSM,ALL,Level 2,86.66666667
2022,2811,East Midlands,E06000018,892,Nottingham,ALL,ALL,Level 2,70.4375667
2022,2353,East Midlands,E06000018,892,Nottingham,ALL,No SEN,Level 2,76.62558436
2022,70,East Midlands,E06000018,892,Nottingham,ALL,SEN with statements or EHC plans,Level 2,7.142857143
2022,388,East Midlands,E06000018,892,Nottingham,ALL,SEN without statements or EHC plans,Level 2,44.32989691
2022,2101,East Midlands,E06000018,892,Nottingham,Not eligible for FSM,ALL,Level 2,75.67824845
2022,710,East Midlands,E06000018,892,Nottingham,Eligible for FSM,ALL,Level 2,54.92957746
2022,3524,East Midlands,E06000061,940,North Northamptonshire,ALL,ALL,Level 2,81.4415437
2022,3038,East Midlands,E06000061,940,North Northamptonshire,ALL,No SEN,Level 2,85.58262014
2022,145,East Midlands,E06000061,940,North Northamptonshire,ALL,SEN with statements or EHC plans,Level 2,28.96551724
2022,341,East Midlands,E06000061,940,North Northamptonshire,ALL,SEN without statements or EHC plans,Level 2,66.86217009
2022,3193,East Midlands,E06000061,940,North Northamptonshire,Not eligible for FSM,ALL,Level 2,83.58910116
2022,331,East Midlands,E06000061,940,North Northamptonshire,Eligible for FSM,ALL,Level 2,60.72507553
2022,4070,East Midlands,E06000062,941,West Northamptonshire,ALL,ALL,Level 2,82.997543
2022,3499,East Midlands,E06000062,941,West Northamptonshire,ALL,No SEN,Level 2,87.45355816
2022,147,East Midlands,E06000062,941,West Northamptonshire,ALL,SEN with statements or EHC plans,Level 2,22.44897959
2022,424,East Midlands,E06000062,941,West Northamptonshire,ALL,SEN without statements or EHC plans,Level 2,67.21698113
2022,3685,East Midlands,E06000062,941,West Northamptonshire,Not eligible for FSM,ALL,Level 2,85.59023066
2022,385,East Midlands,E06000062,941,West Northamptonshire,Eligible for FSM,ALL,Level 2,58.18181818
2022,7254,East Midlands,E10000007,830,Derbyshire,ALL,ALL,Level 2,79.79046044
2022,6311,East Midlands,E10000007,830,Derbyshire,ALL,No SEN,Level 2,84.17049596
2022,260,East Midlands,E10000007,830,Derbyshire,ALL,SEN with statements or EHC plans,Level 2,26.92307692
2022,683,East Midlands,E10000007,830,Derbyshire,ALL,SEN without statements or EHC plans,Level 2,59.44363104
2022,6251,East Midlands,E10000007,830,Derbyshire,Not eligible for FSM,ALL,Level 2,83.42665174
2022,1003,East Midlands,E10000007,830,Derbyshire,Eligible for FSM,ALL,Level 2,57.12861416
2022,7183,East Midlands,E10000018,855,Leicestershire,ALL,ALL,Level 2,82.63956564
2022,6319,East Midlands,E10000018,855,Leicestershire,ALL,No SEN,Level 2,87.00743789
2022,218,East Midlands,E10000018,855,Leicestershire,ALL,SEN with statements or EHC plans,Level 2,21.10091743
2022,646,East Midlands,E10000018,855,Leicestershire,ALL,SEN without statements or EHC plans,Level 2,60.68111455
2022,6593,East Midlands,E10000018,855,Leicestershire,Not eligible for FSM,ALL,Level 2,84.55938116
2022,590,East Midlands,E10000018,855,Leicestershire,Eligible for FSM,ALL,Level 2,61.18644068
2022,7693,East Midlands,E10000019,925,Lincolnshire,ALL,ALL,Level 2,81.7366437
2022,6387,East Midlands,E10000019,925,Lincolnshire,ALL,No SEN,Level 2,86.75434476
2022,306,East Midlands,E10000019,925,Lincolnshire,ALL,SEN with statements or EHC plans,Level 2,27.45098039
2022,1000,East Midlands,E10000019,925,Lincolnshire,ALL,SEN without statements or EHC plans,Level 2,66.3
2022,2401,West Midlands,E06000021,861,Stoke-on-Trent,ALL,ALL,Level 2,73.26114119
2022,2130,West Midlands,E06000021,861,Stoke-on-Trent,ALL,No SEN,Level 2,77.46478873
2022,89,West Midlands,E06000021,861,Stoke-on-Trent,ALL,SEN with statements or EHC plans,Level 2,23.59550562
2022,182,West Midlands,E06000021,861,Stoke-on-Trent,ALL,SEN without statements or EHC plans,Level 2,48.35164835
2022,1942,West Midlands,E06000021,861,Stoke-on-Trent,Not eligible for FSM,ALL,Level 2,77.75489186
2022,459,West Midlands,E06000021,861,Stoke-on-Trent,Eligible for FSM,ALL,Level 2,54.24836601
2022,2943,West Midlands,E06000051,893,Shropshire,ALL,ALL,Level 2,83.4522596
2022,2623,West Midlands,E06000051,893,Shropshire,ALL,No SEN,Level 2,86.69462448
2022,133,West Midlands,E06000051,893,Shropshire,ALL,SEN with statements or EHC plans,Level 2,51.12781955
2022,187,West Midlands,E06000051,893,Shropshire,ALL,SEN without statements or EHC plans,Level 2,60.96256684
2022,2706,West Midlands,E06000051,893,Shropshire,Not eligible for FSM,ALL,Level 2,84.88543976
2022,237,West Midlands,E06000051,893,Shropshire,Eligible for FSM,ALL,Level 2,67.08860759
2022,13205,West Midlands,E08000025,330,Birmingham,ALL,ALL,Level 2,81.61302537
2022,11220,West Midlands,E08000025,330,Birmingham,ALL,No SEN,Level 2,86.78253119
2022,532,West Midlands,E08000025,330,Birmingham,ALL,SEN with statements or EHC plans,Level 2,24.81203008
2022,1453,West Midlands,E08000025,330,Birmingham,ALL,SEN without statements or EHC plans,Level 2,62.49139711
2022,9850,West Midlands,E08000025,330,Birmingham,Not eligible for FSM,ALL,Level 2,85.50253807
2022,3355,West Midlands,E08000025,330,Birmingham,Eligible for FSM,ALL,Level 2,70.19374069
2022,3602,West Midlands,E08000026,331,Coventry,ALL,ALL,Level 2,78.87284842
2022,3021,West Midlands,E08000026,331,Coventry,ALL,No SEN,Level 2,83.61469712
2022,137,West Midlands,E08000026,331,Coventry,ALL,SEN with statements or EHC plans,Level 2,24.08759124
2022,444,West Midlands,E08000026,331,Coventry,ALL,SEN without statements or EHC plans,Level 2,63.51351351
2022,2943,West Midlands,E08000026,331,Coventry,Not eligible for FSM,ALL,Level 2,82.22901801
2022,659,West Midlands,E08000026,331,Coventry,Eligible for FSM,ALL,Level 2,63.88467375
2022,3314,West Midlands,E08000027,332,Dudley,ALL,ALL,Level 2,79.42063971
2022,2837,West Midlands,E08000027,332,Dudley,ALL,No SEN,Level 2,84.66690166
2022,110,West Midlands,E08000027,332,Dudley,ALL,SEN with statements or EHC plans,Level 2,20
